image_name,label,class_id,score,box_coord
image_0003.jpg,torch_light,35,0.26,"[[1079.669921875, 2411.8818359375, 186.65887451171875, 148.411865234375]]"
image_0003.jpg,key,14,0.25,"[[2216.59765625, 2220.85498046875, 188.0927734375, 150.518310546875]]"
image_0003.jpg,lotus,17,0.25,"[[2216.51611328125, 2410.41162109375, 188.876708984375, 147.076171875]]"
image_0004.jpg,nepali_small_basket,25,0.98,"[[1079.47509765625, 1844.11376953125, 187.81402587890625, 147.1568603515625]]"
image_0004.jpg,tree,36,0.98,"[[1460.84912109375, 2223.08203125, 190.6800537109375, 148.257080078125]]"
image_0004.jpg,cycle,5,0.96,"[[327.4916076660156, 2410.0576171875, 188.7310791015625, 150.033447265625]]"
image_0004.jpg,water_jug,40,0.96,"[[1461.2254638671875, 2410.7548828125, 188.868896484375, 150.410400390625]]"
image_0004.jpg,heart,11,0.96,"[[326.0761413574219, 2599.62255859375, 190.2566680908203, 146.91162109375]]"
image_0004.jpg,conch,4,0.92,"[[1080.63525390625, 2409.71826171875, 189.2203369140625, 151.293212890625]]"
image_0004.jpg,key,14,0.92,"[[1082.1929931640625, 2599.9599609375, 187.0380859375, 147.932861328125]]"
image_0004.jpg,stick,32,0.91,"[[1460.624267578125, 2600.669921875, 189.228271484375, 147.868408203125]]"
image_0004.jpg,star,31,0.9,"[[1838.366943359375, 2599.45751953125, 192.2630615234375, 148.177490234375]]"
image_0004.jpg,water_glass,39,0.89,"[[327.37542724609375, 2221.033447265625, 190.06900024414062, 148.9560546875]]"
image_0004.jpg,cycle,5,0.87,"[[1083.000732421875, 1654.5194091796875, 192.4454345703125, 148.376708984375]]"
image_0004.jpg,nepali_jug,23,0.87,"[[1836.5367431640625, 2411.28076171875, 190.758056640625, 148.035400390625]]"
image_0004.jpg,umbrella,38,0.83,"[[1081.681640625, 2222.327880859375, 189.031982421875, 147.404296875]]"
image_0004.jpg,hammer_scythe,9,0.78,"[[1459.688720703125, 1843.588623046875, 191.0965576171875, 151.0916748046875]]"
image_0004.jpg,lotus,17,0.77,"[[1081.0999755859375, 2031.19287109375, 185.71771240234375, 147.0361328125]]"
image_0004.jpg,damphu,6,0.76,"[[700.353515625, 1844.2332763671875, 187.71405029296875, 145.64013671875]]"
image_0004.jpg,hammer_scythe,9,0.76,"[[2216.86181640625, 2222.22509765625, 191.064697265625, 147.844482421875]]"
image_0004.jpg,lotus,17,0.71,"[[1837.30322265625, 2030.88525390625, 192.8131103515625, 147.51220703125]]"
image_0004.jpg,computer,3,0.7,"[[1458.12060546875, 2789.8642578125, 186.541748046875, 149.755615234375]]"
image_0004.jpg,water_glass,39,0.68,"[[1460.4078369140625, 2788.054443359375, 189.572021484375, 148.64208984375]]"
image_0004.jpg,water_jug,40,0.64,"[[1837.298583984375, 2219.841796875, 190.68896484375, 150.87451171875]]"
image_0004.jpg,farmer,8,0.59,"[[2214.802490234375, 1844.25439453125, 189.17626953125, 148.8519287109375]]"
image_0004.jpg,water_jug,40,0.54,"[[326.3097839355469, 2220.99365234375, 189.3131866455078, 149.580322265625]]"
image_0004.jpg,hand_palm,10,0.54,"[[1081.4375, 2032.2728271484375, 188.26513671875, 149.017333984375]]"
image_0004.jpg,stick,32,0.5,"[[1838.7861328125, 1843.8306884765625, 194.1685791015625, 151.008056640625]]"
image_0004.jpg,bus,1,0.48,"[[2216.318115234375, 2412.16015625, 191.61669921875, 148.849365234375]]"
image_0004.jpg,pen,27,0.48,"[[1838.587646484375, 1843.82861328125, 194.8709716796875, 150.5250244140625]]"
image_0004.jpg,nepali_small_basket,25,0.43,"[[1082.090087890625, 2788.69384765625, 188.1583251953125, 148.35205078125]]"
image_0004.jpg,water_jug,40,0.4,"[[704.9158935546875, 2600.3125, 184.94256591796875, 146.4970703125]]"
image_0004.jpg,nepali_cap,22,0.33,"[[1833.173828125, 2787.884521484375, 190.6138916015625, 150.3134765625]]"
image_0004.jpg,wooden_wheel,42,0.33,"[[2216.48681640625, 1655.1856689453125, 189.68310546875, 147.1875]]"
image_0004.jpg,key,14,0.33,"[[2217.6142578125, 2788.93603515625, 191.255126953125, 147.01953125]]"
image_0004.jpg,mother_and_child,19,0.31,"[[2218.1005859375, 2602.47412109375, 191.672119140625, 146.682861328125]]"
image_0004.jpg,bus,1,0.28,"[[1458.869873046875, 1654.2259521484375, 190.039306640625, 149.653076171875]]"
image_0004.jpg,conch,4,0.27,"[[329.22283935546875, 2032.2861328125, 189.70616149902344, 148.9808349609375]]"
image_0004.jpg,pen,27,0.27,"[[327.53363037109375, 1843.29248046875, 189.35325622558594, 150.583251953125]]"
image_0004.jpg,hoe,12,0.26,"[[328.6018981933594, 1845.408447265625, 188.3634490966797, 150.2720947265625]]"
image_0004.jpg,nepali_small_basket,25,0.25,"[[325.67694091796875, 2787.158203125, 186.8590087890625, 151.653076171875]]"
image_0004.jpg,wooden_wheel,42,0.25,"[[703.4238891601562, 2787.0595703125, 184.492431640625, 149.241943359375]]"
image_0005.jpg,heart,11,0.99,"[[1458.201904296875, 2599.10009765625, 188.7003173828125, 145.771728515625]]"
image_0005.jpg,namaste,20,0.99,"[[1836.7867431640625, 2032.27734375, 192.26513671875, 150.1824951171875]]"
image_0005.jpg,nepali_cap,22,0.98,"[[327.0289306640625, 1653.725830078125, 190.26373291015625, 149.8831787109375]]"
image_0005.jpg,hammer_scythe,9,0.95,"[[1459.6507568359375, 2788.68994140625, 188.730224609375, 148.99853515625]]"
image_0005.jpg,umbrella,38,0.88,"[[702.1972045898438, 2788.47509765625, 193.3236083984375, 149.7177734375]]"
image_0005.jpg,water_glass,39,0.86,"[[326.2441711425781, 1843.751220703125, 193.86663818359375, 150.953369140625]]"
image_0005.jpg,nepali_cap,22,0.85,"[[2216.0615234375, 2411.65576171875, 192.62890625, 148.0927734375]]"
image_0005.jpg,sun,33,0.84,"[[327.305908203125, 2222.241943359375, 191.42318725585938, 148.40771484375]]"
image_0005.jpg,water_glass,39,0.75,"[[1837.9990234375, 2789.594970703125, 190.557861328125, 147.71728515625]]"
image_0005.jpg,bus,1,0.74,"[[2215.507080078125, 2788.2275390625, 187.923828125, 148.556884765625]]"
image_0005.jpg,water_glass,39,0.72,"[[702.9468994140625, 2221.328125, 192.12933349609375, 147.765380859375]]"
image_0005.jpg,nepali_jug,23,0.69,"[[1080.85205078125, 2598.95703125, 188.5235595703125, 147.77587890625]]"
image_0005.jpg,water_jug,40,0.69,"[[2215.1962890625, 1654.9141845703125, 185.970947265625, 147.927978515625]]"
image_0005.jpg,computer,3,0.65,"[[1079.846435546875, 2222.14306640625, 185.5675048828125, 148.563232421875]]"
image_0005.jpg,sheep,29,0.65,"[[702.7822875976562, 2598.32861328125, 190.628173828125, 148.5595703125]]"
image_0005.jpg,stamp,30,0.63,"[[2350.43798828125, 1845.3604736328125, 147.82861328125, 145.67724609375]]"
image_0005.jpg,water_jug,40,0.63,"[[326.837890625, 2599.8798828125, 188.39443969726562, 146.42724609375]]"
image_0005.jpg,nepali_jug,23,0.61,"[[326.8018798828125, 2599.741455078125, 188.14537048339844, 148.01220703125]]"
image_0005.jpg,hand_palm,10,0.6,"[[1081.74853515625, 2411.44970703125, 188.104736328125, 147.10986328125]]"
image_0005.jpg,computer,3,0.52,"[[2215.78271484375, 2222.4755859375, 191.83740234375, 150.375244140625]]"
image_0005.jpg,bus,1,0.52,"[[1079.5885009765625, 2221.7470703125, 185.94891357421875, 148.567138671875]]"
image_0005.jpg,umbrella,38,0.51,"[[1458.952392578125, 2411.4912109375, 187.995361328125, 149.72607421875]]"
image_0005.jpg,house,13,0.5,"[[1835.987060546875, 2410.6572265625, 189.1719970703125, 150.1044921875]]"
image_0005.jpg,sheep,29,0.49,"[[1838.183349609375, 1655.10205078125, 192.8353271484375, 149.3050537109375]]"
image_0005.jpg,key,14,0.4,"[[1458.9229736328125, 2220.78955078125, 185.709716796875, 149.47119140625]]"
image_0005.jpg,damphu,6,0.39,"[[700.9197998046875, 1655.256591796875, 192.18658447265625, 147.6990966796875]]"
image_0005.jpg,dog,7,0.34,"[[1835.8031005859375, 2600.16845703125, 193.370361328125, 147.792236328125]]"
image_0005.jpg,turtle,37,0.32,"[[1079.4444580078125, 2031.66748046875, 187.283447265625, 145.6177978515625]]"
image_0005.jpg,wooden_wheel,42,0.31,"[[1837.6092529296875, 2221.9248046875, 190.074951171875, 149.5830078125]]"
image_0005.jpg,umbrella,38,0.31,"[[1836.72998046875, 2411.07568359375, 189.4466552734375, 150.180419921875]]"
image_0005.jpg,sun,33,0.31,"[[326.2770080566406, 2787.839599609375, 188.1259765625, 147.84375]]"
image_0005.jpg,turtle,37,0.31,"[[1838.50732421875, 1843.0810546875, 191.5147705078125, 148.48876953125]]"
image_0005.jpg,nepali_small_basket,25,0.29,"[[2215.83837890625, 2411.796630859375, 188.792724609375, 148.0]]"
image_0005.jpg,roaster,28,0.28,"[[326.0760498046875, 2599.9560546875, 187.98350524902344, 146.484130859375]]"
image_0005.jpg,sun,33,0.28,"[[1082.348876953125, 1654.858154296875, 193.06427001953125, 149.1553955078125]]"
image_0005.jpg,house,13,0.27,"[[2211.145751953125, 1843.5230712890625, 177.3857421875, 147.64599609375]]"
image_0005.jpg,lock,16,0.27,"[[2212.9970703125, 1844.181396484375, 178.50341796875, 146.1009521484375]]"
image_0006.jpg,nepali_small_basket,25,0.95,"[[2214.79150390625, 2031.8468017578125, 186.208984375, 147.460205078125]]"
image_0006.jpg,wooden_wheel,42,0.95,"[[326.64093017578125, 2787.5234375, 190.00357055664062, 150.635009765625]]"
image_0006.jpg,namaste,20,0.94,"[[1081.1043701171875, 2787.3603515625, 189.19537353515625, 147.783935546875]]"
image_0006.jpg,woman_man,41,0.94,"[[324.5324401855469, 1654.518310546875, 190.9407501220703, 147.9276123046875]]"
image_0006.jpg,star,31,0.94,"[[704.7415771484375, 2600.026611328125, 194.16949462890625, 148.9814453125]]"
image_0006.jpg,lotus,17,0.9,"[[2211.760498046875, 1654.874267578125, 185.33349609375, 147.6287841796875]]"
image_0006.jpg,hammer_scythe,9,0.89,"[[702.1896362304688, 2031.05615234375, 189.1739501953125, 147.88916015625]]"
image_0006.jpg,nepali_small_basket,25,0.89,"[[324.2835388183594, 2030.43798828125, 188.05943298339844, 147.9029541015625]]"
image_0006.jpg,woman_man,41,0.84,"[[1837.3212890625, 2787.67431640625, 188.4857177734375, 148.36181640625]]"
image_0006.jpg,nepali_small_basket,25,0.78,"[[1458.53857421875, 1654.7489013671875, 184.8035888671875, 146.419921875]]"
image_0006.jpg,water_glass,39,0.77,"[[1081.1553955078125, 1843.76318359375, 188.201171875, 152.0001220703125]]"
image_0006.jpg,stamp,30,0.76,"[[438.0123291015625, 1830.2333984375, 134.06747436523438, 133.1829833984375]]"
image_0006.jpg,umbrella,38,0.75,"[[1081.0726318359375, 2411.013671875, 190.36981201171875, 150.045166015625]]"
image_0006.jpg,key,14,0.75,"[[327.6759948730469, 2221.20263671875, 190.9634552001953, 146.585693359375]]"
image_0006.jpg,ladder,15,0.7,"[[2217.131591796875, 2410.15625, 189.0732421875, 147.80859375]]"
image_0006.jpg,balance,0,0.7,"[[327.5400695800781, 2220.848388671875, 191.2107391357422, 145.7421875]]"
image_0006.jpg,computer,3,0.65,"[[1455.734130859375, 2412.560546875, 183.18359375, 146.907470703125]]"
image_0006.jpg,hand_palm,10,0.65,"[[702.929931640625, 2411.3515625, 191.13848876953125, 147.521240234375]]"
image_0006.jpg,umbrella,38,0.64,"[[703.864013671875, 1654.527587890625, 191.4359130859375, 148.3770751953125]]"
image_0006.jpg,lotus,17,0.63,"[[1459.069091796875, 2223.099609375, 188.102783203125, 148.167724609375]]"
image_0006.jpg,sun,33,0.62,"[[1837.328369140625, 1653.6510009765625, 193.1875, 148.613037109375]]"
image_0006.jpg,nepali_cap,22,0.53,"[[1458.8663330078125, 1654.2918701171875, 187.76611328125, 146.810546875]]"
image_0006.jpg,nepali_cap,22,0.53,"[[1836.86572265625, 1843.101806640625, 192.554443359375, 150.7105712890625]]"
image_0006.jpg,nepali_small_basket,25,0.48,"[[1459.607421875, 2221.1435546875, 190.2066650390625, 149.2978515625]]"
image_0006.jpg,balance,0,0.43,"[[326.28826904296875, 2600.516845703125, 194.9628143310547, 148.93017578125]]"
image_0006.jpg,dog,7,0.42,"[[1460.08984375, 2787.59765625, 187.935791015625, 148.570068359375]]"
image_0006.jpg,nepali_small_basket,25,0.41,"[[702.7131958007812, 2224.480712890625, 187.5599365234375, 147.7734375]]"
image_0006.jpg,water_jug,40,0.41,"[[1079.5784912109375, 1844.2010498046875, 187.330078125, 148.097412109375]]"
image_0006.jpg,torch_light,35,0.38,"[[1081.68798828125, 2600.23974609375, 189.46197509765625, 147.221435546875]]"
image_0006.jpg,roaster,28,0.34,"[[1457.798095703125, 1843.7998046875, 181.7921142578125, 146.0843505859375]]"
image_0006.jpg,star,31,0.34,"[[327.1465148925781, 2599.05419921875, 190.66685485839844, 149.540771484375]]"
image_0006.jpg,house,13,0.33,"[[322.19183349609375, 1837.962890625, 181.70603942871094, 147.40185546875]]"
image_0006.jpg,computer,3,0.32,"[[2215.133544921875, 1844.219482421875, 189.96728515625, 151.6395263671875]]"
image_0006.jpg,torch_light,35,0.3,"[[1837.797607421875, 2410.67626953125, 188.4327392578125, 148.238037109375]]"
image_0006.jpg,house,13,0.3,"[[2214.556640625, 2220.8154296875, 184.414794921875, 147.972412109375]]"
image_0006.jpg,nepali_big_basket,21,0.28,"[[702.340576171875, 2221.033203125, 189.44659423828125, 146.036376953125]]"
image_0006.jpg,hoe,12,0.27,"[[1457.458984375, 1844.188232421875, 181.6641845703125, 147.348876953125]]"
image_0006.jpg,lock,16,0.26,"[[2215.79296875, 2788.439453125, 190.4091796875, 147.145751953125]]"
image_0006.jpg,conch,4,0.26,"[[1082.960205078125, 1654.3914794921875, 193.20184326171875, 148.010986328125]]"
image_0007.jpg,nepali_cap,22,0.98,"[[703.0924072265625, 2031.18115234375, 185.17657470703125, 147.64306640625]]"
image_0007.jpg,key,14,0.95,"[[1079.15966796875, 2412.131591796875, 186.42218017578125, 149.49169921875]]"
image_0007.jpg,ladder,15,0.95,"[[704.023193359375, 2600.20947265625, 190.8109130859375, 146.436767578125]]"
image_0007.jpg,heart,11,0.95,"[[1460.470703125, 2787.43212890625, 183.8160400390625, 147.74365234375]]"
image_0007.jpg,heart,11,0.93,"[[1459.3095703125, 2220.958984375, 187.9549560546875, 148.5341796875]]"
image_0007.jpg,lotus,17,0.91,"[[703.3065185546875, 2410.90576171875, 187.64410400390625, 147.37841796875]]"
image_0007.jpg,wooden_wheel,42,0.9,"[[1834.17919921875, 2031.5401611328125, 182.1473388671875, 147.530517578125]]"
image_0007.jpg,water_glass,39,0.9,"[[1836.6572265625, 2411.25244140625, 187.4383544921875, 146.73681640625]]"
image_0007.jpg,stick,32,0.8,"[[1837.963134765625, 1843.806640625, 188.3612060546875, 153.2845458984375]]"
image_0007.jpg,umbrella,38,0.79,"[[1836.6783447265625, 1652.881591796875, 188.24755859375, 150.6922607421875]]"
image_0007.jpg,key,14,0.78,"[[1079.428955078125, 2031.8121337890625, 187.71710205078125, 148.642822265625]]"
image_0007.jpg,stamp,30,0.77,"[[1592.3671875, 1839.5877685546875, 151.7987060546875, 148.973388671875]]"
image_0007.jpg,ladder,15,0.7,"[[1839.154296875, 2788.63671875, 195.6702880859375, 148.751220703125]]"
image_0007.jpg,computer,3,0.69,"[[2217.9365234375, 1844.7314453125, 190.927734375, 152.24169921875]]"
image_0007.jpg,stick,32,0.68,"[[700.9276733398438, 2222.52880859375, 186.427734375, 145.844482421875]]"
image_0007.jpg,bus,1,0.67,"[[2216.83935546875, 1843.95849609375, 192.209716796875, 152.5931396484375]]"
