image_name,label,class_id,score,box_coord
image_0001.jpg,house,13,0.7,"[[703.1790771484375, 2221.36328125, 189.56317138671875, 150.279541015625]]"
image_0001.jpg,conch,4,0.66,"[[1459.8544921875, 2788.90380859375, 186.904296875, 148.831787109375]]"
image_0001.jpg,owl,27,0.63,"[[703.9220581054688, 2411.29833984375, 191.76416015625, 147.287109375]]"
image_0001.jpg,roaster,29,0.57,"[[1834.7698974609375, 2032.3546142578125, 190.06640625, 149.345458984375]]"
image_0001.jpg,farmer,8,0.56,"[[1079.756103515625, 2789.599609375, 191.29119873046875, 150.67626953125]]"
image_0001.jpg,hoe,12,0.54,"[[702.075927734375, 2599.60888671875, 190.14569091796875, 145.451171875]]"
image_0001.jpg,candle_light,2,0.53,"[[2216.148193359375, 1842.7015380859375, 192.21875, 147.36328125]]"
image_0001.jpg,tree,36,0.48,"[[329.0242919921875, 2223.04248046875, 191.1457977294922, 148.37841796875]]"
image_0001.jpg,nepali_big_basket,22,0.45,"[[327.5068664550781, 2599.38525390625, 192.1753387451172, 148.368408203125]]"
image_0001.jpg,invalid_stamp,14,0.42,"[[1206.6566162109375, 2409.787109375, 147.923095703125, 153.30615234375]]"
image_0001.jpg,tiger,34,0.37,"[[1836.528564453125, 1654.316650390625, 186.4974365234375, 149.204833984375]]"
image_0001.jpg,key,15,0.34,"[[1081.138671875, 2788.83544921875, 190.6304931640625, 148.415283203125]]"
image_0001.jpg,damphu,6,0.34,"[[329.5276184082031, 1842.717041015625, 192.54827880859375, 148.51318359375]]"
image_0001.jpg,owl,27,0.34,"[[1837.4256591796875, 1655.259765625, 186.23828125, 148.2276611328125]]"
image_0001.jpg,torch_light,35,0.3,"[[2218.1611328125, 2600.154052734375, 193.058837890625, 148.63037109375]]"
image_0001.jpg,nepali_cap,23,0.28,"[[330.22686767578125, 1844.154296875, 197.85206604003906, 149.1663818359375]]"
image_0001.jpg,candle_light,2,0.28,"[[703.6054077148438, 2221.41748046875, 188.6729736328125, 148.606689453125]]"
image_0002.jpg,cycle,5,0.99,"[[326.19219970703125, 2598.76513671875, 190.685302734375, 148.99169921875]]"
image_0002.jpg,water_glass,40,0.99,"[[703.4085693359375, 2033.037841796875, 190.85833740234375, 149.0382080078125]]"
image_0002.jpg,sun,33,0.99,"[[704.0023193359375, 2599.6982421875, 189.17388916015625, 145.659912109375]]"
image_0002.jpg,conch,4,0.99,"[[2215.95361328125, 1843.7467041015625, 187.521240234375, 149.5634765625]]"
image_0002.jpg,torch_light,35,0.99,"[[2214.6787109375, 1655.544189453125, 188.552490234375, 147.364501953125]]"
image_0002.jpg,lotus,18,0.97,"[[1458.364013671875, 1843.5859375, 186.1185302734375, 150.6234130859375]]"
image_0002.jpg,nepali_cap,23,0.97,"[[2215.30126953125, 2788.4609375, 187.942138671875, 150.0478515625]]"
image_0002.jpg,woman_man,42,0.96,"[[1459.25390625, 2221.2412109375, 188.39697265625, 149.318603515625]]"
image_0002.jpg,ladder,16,0.96,"[[1458.6241455078125, 2032.13818359375, 187.77392578125, 147.23046875]]"
image_0002.jpg,nepali_big_basket,22,0.96,"[[1080.974853515625, 2786.91357421875, 184.07183837890625, 149.902587890625]]"
image_0002.jpg,heart,11,0.95,"[[703.337646484375, 1654.692138671875, 191.2020263671875, 147.3980712890625]]"
image_0002.jpg,hammer_scythe,9,0.94,"[[1836.9058837890625, 2410.36376953125, 188.87158203125, 150.216552734375]]"
image_0002.jpg,wooden_wheel,43,0.94,"[[328.33734130859375, 2032.91796875, 192.56027221679688, 149.6187744140625]]"
image_0002.jpg,sheep,30,0.94,"[[328.91595458984375, 2409.82373046875, 191.25460815429688, 149.383056640625]]"
image_0002.jpg,tree,36,0.92,"[[1834.6258544921875, 2788.447265625, 186.591796875, 147.990478515625]]"
image_0002.jpg,pen,28,0.92,"[[702.4443359375, 2787.715087890625, 191.5982666015625, 150.54443359375]]"
image_0002.jpg,star,31,0.9,"[[1838.633056640625, 1844.110595703125, 190.599609375, 150.580078125]]"
image_0002.jpg,water_jug,41,0.9,"[[1080.375244140625, 2031.734130859375, 190.3326416015625, 149.5400390625]]"
image_0002.jpg,balance,0,0.89,"[[1837.6376953125, 2222.54736328125, 188.9388427734375, 148.425537109375]]"
image_0002.jpg,namaste,21,0.87,"[[1460.212158203125, 2786.86328125, 188.7432861328125, 149.20556640625]]"
image_0002.jpg,hoe,12,0.83,"[[1082.0838623046875, 1843.375732421875, 193.967529296875, 149.4591064453125]]"
image_0002.jpg,stick,32,0.81,"[[703.6358642578125, 2222.322021484375, 190.90447998046875, 149.63818359375]]"
image_0002.jpg,damphu,6,0.79,"[[2216.337890625, 2409.066162109375, 188.031005859375, 146.88671875]]"
image_0002.jpg,invalid_stamp,14,0.78,"[[1208.2164306640625, 2602.68603515625, 160.5205078125, 148.784912109375]]"
image_0002.jpg,nepali_small_basket,26,0.77,"[[1459.3123779296875, 2410.7578125, 187.38427734375, 150.258544921875]]"
image_0002.jpg,nepali_jug,24,0.77,"[[702.919189453125, 1844.3680419921875, 190.88726806640625, 149.216796875]]"
image_0002.jpg,lock,17,0.75,"[[2218.74365234375, 2599.46533203125, 187.99267578125, 149.654541015625]]"
image_0002.jpg,hand_palm,10,0.74,"[[1080.0679931640625, 2223.091796875, 190.60491943359375, 147.27392578125]]"
image_0002.jpg,key,15,0.73,"[[1837.965576171875, 1654.87060546875, 189.0081787109375, 148.21337890625]]"
image_0002.jpg,candle_light,2,0.69,"[[703.0472412109375, 2411.25048828125, 191.44598388671875, 149.802001953125]]"
image_0002.jpg,mother_and_child,20,0.68,"[[326.257568359375, 2788.338623046875, 188.8642120361328, 150.18896484375]]"
image_0002.jpg,dog,7,0.63,"[[1080.197509765625, 2409.945068359375, 185.07757568359375, 148.36376953125]]"
image_0002.jpg,nepali_big_basket,22,0.61,"[[1460.240478515625, 2787.888671875, 185.983154296875, 147.722412109375]]"
image_0002.jpg,damphu,6,0.55,"[[1083.9083251953125, 1654.569580078125, 192.697021484375, 149.1136474609375]]"
image_0002.jpg,nepali_big_basket,22,0.53,"[[2217.1416015625, 2410.15966796875, 189.07470703125, 146.873779296875]]"
image_0002.jpg,loud_speaker,19,0.49,"[[1460.48876953125, 1654.15380859375, 187.9549560546875, 149.7047119140625]]"
image_0002.jpg,damphu,6,0.43,"[[1835.10205078125, 2599.315673828125, 186.373046875, 148.10595703125]]"
image_0002.jpg,mother_and_child,20,0.43,"[[1834.60107421875, 2601.33251953125, 190.5380859375, 149.9580078125]]"
image_0002.jpg,lock,17,0.39,"[[1458.014404296875, 2599.867919921875, 189.5003662109375, 147.86962890625]]"
image_0002.jpg,tiger,34,0.36,"[[2216.40185546875, 2221.3955078125, 189.501953125, 150.048583984375]]"
image_0002.jpg,house,13,0.33,"[[1459.931640625, 2600.6787109375, 189.243896484375, 147.116943359375]]"
image_0002.jpg,bus,1,0.33,"[[2215.90771484375, 2032.4140625, 189.557861328125, 147.2330322265625]]"
image_0002.jpg,lock,17,0.32,"[[1459.505126953125, 1654.03515625, 186.6953125, 149.0950927734375]]"
image_0002.jpg,owl,27,0.31,"[[1459.070068359375, 2410.99267578125, 187.31640625, 150.4365234375]]"
image_0002.jpg,nepali_madal,25,0.31,"[[1086.0081787109375, 1654.07373046875, 195.841552734375, 149.7198486328125]]"
image_0002.jpg,key,15,0.31,"[[327.79278564453125, 1654.64599609375, 191.32888793945312, 147.630859375]]"
image_0002.jpg,roaster,29,0.26,"[[325.04583740234375, 1842.9945068359375, 197.0837860107422, 150.4248046875]]"
image_0002.jpg,mother_and_child,20,0.25,"[[1079.603759765625, 2410.2802734375, 187.3834228515625, 148.838623046875]]"
image_0002.jpg,loud_speaker,19,0.25,"[[328.72515869140625, 1654.441650390625, 193.09066772460938, 148.0206298828125]]"
image_0003.jpg,sun,33,0.99,"[[1837.4754638671875, 2599.875, 191.75146484375, 147.4609375]]"
image_0003.jpg,woman_man,42,0.99,"[[2216.36962890625, 2031.3681640625, 188.111083984375, 149.41357421875]]"
image_0003.jpg,conch,4,0.99,"[[1839.1922607421875, 2410.435302734375, 194.020751953125, 150.11083984375]]"
image_0003.jpg,torch_light,35,0.99,"[[1839.7100830078125, 2788.1474609375, 192.106201171875, 150.496826171875]]"
image_0003.jpg,water_glass,40,0.98,"[[326.96063232421875, 2409.4873046875, 188.07540893554688, 150.04638671875]]"
image_0003.jpg,heart,11,0.98,"[[2217.253662109375, 2787.963623046875, 191.763671875, 151.16357421875]]"
image_0003.jpg,damphu,6,0.97,"[[702.590576171875, 1843.723876953125, 191.64599609375, 150.9442138671875]]"
image_0003.jpg,water_jug,41,0.97,"[[1459.255126953125, 2410.667236328125, 187.3062744140625, 147.123046875]]"
image_0003.jpg,sheep,30,0.97,"[[1082.9866943359375, 1843.3355712890625, 187.353759765625, 149.208740234375]]"
image_0003.jpg,balance,0,0.96,"[[1838.04052734375, 1654.08447265625, 193.412841796875, 148.8900146484375]]"
image_0003.jpg,cycle,5,0.96,"[[1079.9217529296875, 2411.4921875, 185.83502197265625, 148.3154296875]]"
image_0003.jpg,lotus,18,0.96,"[[328.4165954589844, 2031.731689453125, 189.60386657714844, 148.8631591796875]]"
image_0003.jpg,hammer_scythe,9,0.94,"[[2215.630615234375, 1843.5390625, 188.2021484375, 150.934814453125]]"
image_0003.jpg,farmer,8,0.94,"[[1837.258544921875, 2221.35107421875, 192.0186767578125, 149.51123046875]]"
image_0003.jpg,computer,3,0.94,"[[2217.47021484375, 2409.67333984375, 189.4033203125, 149.1015625]]"
image_0003.jpg,dog,7,0.92,"[[330.1510314941406, 2221.532958984375, 190.40992736816406, 147.56689453125]]"
image_0003.jpg,bus,1,0.92,"[[1458.9046630859375, 2220.837890625, 188.23681640625, 149.578369140625]]"
image_0003.jpg,star,31,0.9,"[[2215.6787109375, 2221.4736328125, 187.8203125, 150.504150390625]]"
image_0003.jpg,hoe,12,0.9,"[[1459.3831787109375, 2599.11962890625, 188.499755859375, 149.622314453125]]"
image_0003.jpg,nepali_madal,25,0.89,"[[1082.7158203125, 1653.868408203125, 186.8978271484375, 149.13720703125]]"
image_0003.jpg,house,13,0.88,"[[1080.705810546875, 2221.60498046875, 190.15948486328125, 149.59423828125]]"
image_0003.jpg,nepali_jug,24,0.85,"[[1081.0955810546875, 2786.822265625, 188.19549560546875, 145.489013671875]]"
image_0003.jpg,nepali_cap,23,0.85,"[[1462.153076171875, 1653.56640625, 191.503173828125, 148.3045654296875]]"
image_0003.jpg,nepali_small_basket,26,0.85,"[[1080.9619140625, 2600.8447265625, 188.4429931640625, 146.1064453125]]"
image_0003.jpg,key,15,0.81,"[[702.64453125, 2033.4215087890625, 190.98919677734375, 147.898681640625]]"
image_0003.jpg,tiger,34,0.8,"[[703.81787109375, 2599.02978515625, 184.19622802734375, 146.872314453125]]"
image_0003.jpg,ladder,16,0.73,"[[325.60931396484375, 1844.11328125, 187.56077575683594, 149.0430908203125]]"
image_0003.jpg,namaste,21,0.65,"[[325.06109619140625, 1654.5828857421875, 193.19061279296875, 149.474609375]]"
image_0003.jpg,ladder,16,0.65,"[[1458.99853515625, 2788.249755859375, 186.5462646484375, 149.4208984375]]"
image_0003.jpg,nepali_small_basket,26,0.61,"[[703.2728271484375, 1653.116943359375, 194.75360107421875, 149.0413818359375]]"
image_0003.jpg,tree,36,0.58,"[[703.9841918945312, 2411.32421875, 186.66748046875, 148.075439453125]]"
image_0003.jpg,balance,0,0.58,"[[326.310302734375, 2599.760009765625, 188.87234497070312, 147.42236328125]]"
image_0003.jpg,stick,32,0.54,"[[324.24554443359375, 2788.90625, 189.4844970703125, 149.298583984375]]"
image_0003.jpg,hand_palm,10,0.49,"[[2215.80908203125, 2599.55029296875, 187.571044921875, 146.765869140625]]"
image_0003.jpg,mother_and_child,20,0.47,"[[1837.321533203125, 1843.41748046875, 194.3319091796875, 151.9012451171875]]"
image_0003.jpg,nepali_jug,24,0.44,"[[2217.82373046875, 2600.339111328125, 190.23193359375, 149.5927734375]]"
image_0003.jpg,nepali_madal,25,0.42,"[[2214.66455078125, 2411.20068359375, 183.67236328125, 149.31005859375]]"
image_0003.jpg,candle_light,2,0.39,"[[1461.990234375, 1843.5777587890625, 190.7655029296875, 147.958251953125]]"
image_0003.jpg,lotus,18,0.38,"[[702.4507446289062, 2222.40283203125, 188.6539306640625, 148.718994140625]]"
image_0003.jpg,nepali_madal,25,0.34,"[[1080.6556396484375, 2031.8135986328125, 187.70526123046875, 149.916259765625]]"
image_0003.jpg,turtle,37,0.33,"[[1837.69580078125, 1843.2789306640625, 192.832763671875, 152.38232421875]]"
image_0003.jpg,invalid_stamp,14,0.3,"[[815.2977294921875, 2791.547607421875, 154.1212158203125, 149.28369140625]]"
image_0003.jpg,conch,4,0.28,"[[1458.41162109375, 2031.66064453125, 185.3419189453125, 146.826171875]]"
image_0003.jpg,mother_and_child,20,0.26,"[[1837.040283203125, 2031.9425048828125, 192.223388671875, 146.975341796875]]"
image_0004.jpg,heart,11,0.99,"[[703.5035400390625, 1844.195556640625, 189.12115478515625, 150.7869873046875]]"
image_0004.jpg,sun,33,0.99,"[[1082.6038818359375, 2221.56787109375, 191.66229248046875, 149.86083984375]]"
image_0004.jpg,cycle,5,0.98,"[[2217.5341796875, 2600.0517578125, 190.489013671875, 148.554931640625]]"
image_0004.jpg,ladder,16,0.98,"[[326.6806640625, 1654.869873046875, 189.2888946533203, 150.4215087890625]]"
image_0004.jpg,water_jug,41,0.97,"[[324.4248962402344, 2410.86962890625, 187.65484619140625, 150.926513671875]]"
image_0004.jpg,computer,3,0.97,"[[702.2880859375, 2221.015625, 188.15216064453125, 149.957275390625]]"
image_0004.jpg,torch_light,35,0.96,"[[1840.36865234375, 2788.69482421875, 189.0159912109375, 149.644775390625]]"
image_0004.jpg,key,15,0.96,"[[1836.750244140625, 2222.6337890625, 190.3134765625, 149.4033203125]]"
image_0004.jpg,nepali_big_basket,22,0.96,"[[2214.958740234375, 2033.165771484375, 186.36865234375, 150.4559326171875]]"
image_0004.jpg,hammer_scythe,9,0.96,"[[1458.8450927734375, 2031.3914794921875, 185.989990234375, 147.317138671875]]"
image_0004.jpg,farmer,8,0.94,"[[1460.97412109375, 1654.3895263671875, 190.0941162109375, 149.050537109375]]"
image_0004.jpg,namaste,21,0.93,"[[1837.29833984375, 2600.134521484375, 188.7100830078125, 147.78857421875]]"
image_0004.jpg,dog,7,0.93,"[[324.70343017578125, 2220.49853515625, 186.7943572998047, 148.709716796875]]"
image_0004.jpg,conch,4,0.91,"[[1081.914794921875, 1655.1651611328125, 190.512939453125, 148.37939453125]]"
image_0004.jpg,water_glass,40,0.91,"[[1458.777099609375, 2600.05615234375, 188.902099609375, 148.522705078125]]"
image_0004.jpg,wooden_wheel,43,0.9,"[[327.3092956542969, 2600.36669921875, 187.95867919921875, 146.53125]]"
image_0004.jpg,star,31,0.88,"[[2217.459228515625, 2787.674072265625, 189.9931640625, 148.41455078125]]"
image_0004.jpg,owl,27,0.87,"[[1083.0296630859375, 2032.684326171875, 194.14898681640625, 148.8763427734375]]"
image_0004.jpg,roaster,29,0.87,"[[2214.18603515625, 2410.21875, 188.391357421875, 149.1064453125]]"
image_0004.jpg,loud_speaker,19,0.87,"[[1458.02880859375, 2410.85205078125, 187.8104248046875, 150.89404296875]]"
image_0004.jpg,nepali_madal,25,0.87,"[[702.8462524414062, 2410.358154296875, 188.933349609375, 148.70703125]]"
image_0004.jpg,mother_and_child,20,0.86,"[[701.390625, 2788.36279296875, 190.24737548828125, 147.995361328125]]"
image_0004.jpg,stick,32,0.82,"[[703.976318359375, 1655.01220703125, 192.739501953125, 149.3271484375]]"
image_0004.jpg,pen,28,0.8,"[[1457.640869140625, 2221.25341796875, 188.903076171875, 148.524658203125]]"
image_0004.jpg,balance,0,0.79,"[[1080.9837646484375, 2788.3017578125, 189.359130859375, 148.081787109375]]"
image_0004.jpg,dog,7,0.78,"[[326.26873779296875, 2787.800537109375, 192.87374877929688, 151.1220703125]]"
image_0004.jpg,lotus,18,0.75,"[[1080.882568359375, 2599.484130859375, 188.60723876953125, 147.64453125]]"
image_0004.jpg,key,15,0.74,"[[1836.879638671875, 2033.479248046875, 189.9244384765625, 149.923828125]]"
image_0004.jpg,umbrella,38,0.69,"[[1082.077880859375, 1844.2718505859375, 188.524169921875, 148.856201171875]]"
image_0004.jpg,bus,1,0.68,"[[1458.8966064453125, 2788.4765625, 186.072998046875, 147.174560546875]]"
image_0004.jpg,turtle,37,0.63,"[[1459.833251953125, 1843.786376953125, 187.0963134765625, 149.2783203125]]"
image_0004.jpg,nepali_jug,24,0.6,"[[1080.8731689453125, 2409.23388671875, 193.12603759765625, 150.118408203125]]"
image_0004.jpg,turtle,37,0.6,"[[327.98297119140625, 1843.8336181640625, 190.66464233398438, 149.432373046875]]"
image_0004.jpg,damphu,6,0.56,"[[1838.6773681640625, 1843.193359375, 188.20654296875, 151.0565185546875]]"
image_0004.jpg,sheep,30,0.51,"[[2215.34130859375, 1843.818603515625, 188.95166015625, 151.009765625]]"
image_0004.jpg,nepali_small_basket,26,0.48,"[[1082.5906982421875, 2033.3544921875, 192.13616943359375, 148.310546875]]"
image_0004.jpg,nepali_small_basket,26,0.46,"[[1838.759521484375, 1843.3321533203125, 188.429443359375, 151.507568359375]]"
image_0004.jpg,candle_light,2,0.41,"[[2215.18310546875, 2222.248779296875, 186.806640625, 148.86328125]]"
image_0004.jpg,nepali_madal,25,0.36,"[[326.2960510253906, 2033.331298828125, 189.06414794921875, 147.20166015625]]"
image_0004.jpg,wooden_wheel,43,0.35,"[[701.595947265625, 2600.04736328125, 188.88519287109375, 147.837158203125]]"
image_0004.jpg,torch_light,35,0.28,"[[1082.38134765625, 1844.06201171875, 191.3592529296875, 147.3385009765625]]"
image_0004.jpg,star,31,0.26,"[[1458.287841796875, 2410.70947265625, 187.7049560546875, 149.8408203125]]"
image_0004.jpg,invalid_stamp,14,0.26,"[[1966.065673828125, 1655.940673828125, 141.1734619140625, 149.8502197265625]]"
image_0005.jpg,sun,33,0.99,"[[1459.462646484375, 2788.35107421875, 189.5972900390625, 149.6513671875]]"
image_0005.jpg,pen,28,0.99,"[[2217.642578125, 2788.53662109375, 192.075927734375, 151.57177734375]]"
image_0005.jpg,ladder,16,0.99,"[[326.2998046875, 2598.45751953125, 185.62387084960938, 148.122314453125]]"
image_0005.jpg,key,15,0.98,"[[325.99835205078125, 2788.53271484375, 187.70822143554688, 149.01611328125]]"
image_0005.jpg,umbrella,38,0.98,"[[2216.599609375, 2599.7021484375, 188.093994140625, 147.430419921875]]"
image_0005.jpg,dog,7,0.98,"[[703.725341796875, 2223.47021484375, 193.57415771484375, 147.116943359375]]"
image_0005.jpg,nepali_big_basket,22,0.98,"[[1459.7314453125, 1843.92138671875, 187.30712890625, 147.9439697265625]]"
image_0005.jpg,bus,1,0.98,"[[703.927490234375, 2032.84375, 192.8028564453125, 147.8572998046875]]"
image_0005.jpg,heart,11,0.97,"[[2217.3388671875, 2221.02392578125, 189.958984375, 149.467529296875]]"
image_0005.jpg,balance,0,0.97,"[[1837.753173828125, 2787.857421875, 190.1083984375, 148.454345703125]]"
image_0005.jpg,water_jug,41,0.96,"[[1836.2587890625, 2410.923828125, 189.16455078125, 149.017333984375]]"
image_0005.jpg,candle_light,2,0.96,"[[326.52947998046875, 2411.3388671875, 188.17201232910156, 147.571533203125]]"
image_0005.jpg,house,13,0.96,"[[702.518310546875, 2410.2119140625, 191.30145263671875, 150.63037109375]]"
image_0005.jpg,woman_man,42,0.94,"[[1838.244140625, 1654.274169921875, 187.9735107421875, 148.71142578125]]"
image_0005.jpg,lock,17,0.93,"[[701.0874633789062, 2789.052734375, 189.9013671875, 148.73291015625]]"
image_0005.jpg,namaste,21,0.93,"[[1836.3017578125, 2032.749267578125, 189.0732421875, 148.4876708984375]]"
image_0005.jpg,wooden_wheel,43,0.9,"[[1459.7197265625, 1654.882568359375, 187.57470703125, 149.3616943359375]]"
image_0005.jpg,nepali_small_basket,26,0.9,"[[701.9448852539062, 2599.17333984375, 191.9141845703125, 146.971923828125]]"
image_0005.jpg,damphu,6,0.88,"[[327.9715881347656, 2032.813720703125, 185.80908203125, 145.1361083984375]]"
image_0005.jpg,nepali_madal,25,0.87,"[[1837.4520263671875, 2599.15283203125, 191.56005859375, 147.18603515625]]"
image_0005.jpg,hammer_scythe,9,0.86,"[[327.98883056640625, 1844.635986328125, 188.10630798339844, 149.6156005859375]]"
image_0005.jpg,water_glass,40,0.82,"[[326.05682373046875, 1652.593017578125, 187.9831085205078, 149.607177734375]]"
image_0005.jpg,cycle,5,0.79,"[[1080.70361328125, 2031.88818359375, 188.31640625, 148.029296875]]"
image_0005.jpg,nepali_cap,23,0.78,"[[1081.983154296875, 1654.517822265625, 194.7078857421875, 148.5489501953125]]"
image_0005.jpg,stick,32,0.76,"[[1458.7921142578125, 2411.13232421875, 185.59326171875, 148.379638671875]]"
image_0005.jpg,loud_speaker,19,0.76,"[[2216.36572265625, 2032.35791015625, 188.641845703125, 148.8594970703125]]"
image_0005.jpg,lotus,18,0.71,"[[1081.5091552734375, 2788.5537109375, 191.80743408203125, 147.589111328125]]"
image_0005.jpg,nepali_cap,23,0.66,"[[1082.27099609375, 2221.883544921875, 189.5811767578125, 149.7177734375]]"
image_0005.jpg,computer,3,0.65,"[[1458.62646484375, 2031.938720703125, 187.2603759765625, 150.1025390625]]"
image_0005.jpg,nepali_small_basket,26,0.62,"[[1836.85400390625, 1654.2205810546875, 189.263427734375, 148.79541015625]]"
image_0005.jpg,dog,7,0.61,"[[1835.304443359375, 2221.03173828125, 188.808349609375, 148.306640625]]"
image_0005.jpg,mother_and_child,20,0.56,"[[2218.142578125, 2411.85205078125, 190.699462890625, 148.708740234375]]"
image_0005.jpg,roaster,29,0.55,"[[1081.1021728515625, 1843.4091796875, 188.695068359375, 148.917724609375]]"
image_0005.jpg,hand_palm,10,0.54,"[[1082.06201171875, 2788.07568359375, 186.6162109375, 148.693359375]]"
image_0005.jpg,hoe,12,0.52,"[[2215.78759765625, 2032.348388671875, 187.723388671875, 150.1226806640625]]"
image_0005.jpg,farmer,8,0.52,"[[1081.5447998046875, 2410.95166015625, 191.34283447265625, 149.394287109375]]"
image_0005.jpg,tree,36,0.51,"[[1081.107421875, 2599.87060546875, 191.15545654296875, 148.693603515625]]"
image_0005.jpg,invalid_stamp,14,0.49,"[[2378.26953125, 2421.53759765625, 143.79296875, 140.23291015625]]"
image_0005.jpg,owl,27,0.45,"[[2217.5458984375, 2411.960205078125, 189.747802734375, 147.43798828125]]"
image_0005.jpg,hoe,12,0.41,"[[2215.681396484375, 1843.7330322265625, 188.263671875, 149.224365234375]]"
image_0005.jpg,owl,27,0.39,"[[701.544677734375, 2599.57470703125, 192.7996826171875, 145.547607421875]]"
image_0005.jpg,tree,36,0.36,"[[704.764404296875, 1654.605712890625, 191.82562255859375, 149.3687744140625]]"
image_0005.jpg,conch,4,0.35,"[[327.50006103515625, 2033.77734375, 183.31089782714844, 145.0093994140625]]"
image_0005.jpg,wooden_wheel,43,0.33,"[[1458.794921875, 2599.47216796875, 187.7154541015625, 150.53076171875]]"
image_0005.jpg,valid_stamp,39,0.3,"[[2378.455810546875, 2419.7783203125, 141.69775390625, 144.958740234375]]"
image_0005.jpg,star,31,0.28,"[[704.2071533203125, 1844.687744140625, 192.48394775390625, 151.4210205078125]]"
image_0006.jpg,sun,33,0.99,"[[1082.472900390625, 1654.728759765625, 191.25701904296875, 151.2813720703125]]"
image_0006.jpg,cycle,5,0.99,"[[1835.338623046875, 1843.6148681640625, 189.06689453125, 148.135986328125]]"
image_0006.jpg,nepali_small_basket,26,0.99,"[[1835.871826171875, 2222.43408203125, 184.7215576171875, 149.111083984375]]"
image_0006.jpg,nepali_big_basket,22,0.99,"[[1458.62353515625, 2787.64990234375, 187.0220947265625, 148.8994140625]]"
image_0006.jpg,dog,7,0.99,"[[2218.73486328125, 1653.509033203125, 193.98046875, 151.0028076171875]]"
image_0006.jpg,heart,11,0.98,"[[703.9000854492188, 2410.794189453125, 189.3133544921875, 148.86572265625]]"
image_0006.jpg,ladder,16,0.98,"[[1459.612060546875, 2600.2373046875, 191.2420654296875, 148.70947265625]]"
