image_id,x1,y1,x2,y2,label
image_5.png,540,212,624,350,rooster_0058
image_5.png,319,540,397,623,computer_0037
image_5.png,41,91,181,260,farmer_0016
image_5.png,24,298,124,398,water_jug_0004
image_5.png,348,128,522,261,water_jug_0032
image_5.png,373,377,553,458,star_0115
image_5.png,98,380,180,525,karuwa_0048
image_5.png,151,457,349,642,stick_0026
image_5.png,481,7,670,105,taraju_0003
image_5.png,430,499,504,691,farmer_0011
image_5.png,251,7,423,101,dhaka_topi_0075
image_5.png,182,90,255,285,dhakiya_0030
image_5.png,258,311,372,451,dhakiya_0094
image_5.png,536,548,662,675,computer_0058
image_5.png,163,313,249,429,dhaka_topi_0057
image_5.png,594,362,665,489,stamp_0062
image_5.png,366,472,437,555,heart_0071
image_5.png,350,265,489,358,dhakiya_0049
image_6.png,95,122,204,266,lock_0003
image_6.png,14,384,200,531,star_0126
image_6.png,412,561,598,639,torch_light_0028
image_6.png,581,421,678,587,stamp_0055
image_6.png,258,54,397,245,dhakiya_0038
image_6.png,439,412,573,564,rooster_0014
image_6.png,306,220,503,346,taraju_0055
image_6.png,426,88,588,238,Turtle_0060
image_6.png,79,534,184,620,loud_speaker_0031
image_6.png,254,402,436,488,computer_0005
image_6.png,533,278,629,424,torch_light_0003
image_6.png,19,10,117,189,mother_0047
image_6.png,268,570,376,696,cycle_0020
image_6.png,561,197,685,294,computer_0062
image_6.png,56,262,154,387,water_jug_0074
image_6.png,334,478,447,577,tiger_0057
image_6.png,202,233,301,414,ladder_0018
image_6.png,480,11,567,81,ladder_0037
image_6.png,27,622,206,692,tiger_0032
image_7.png,84,272,275,407,Turtle_0059
image_7.png,537,323,650,515,water_jug_0078
image_7.png,56,85,147,255,dhaka_topi_0005
image_7.png,399,410,528,609,mother_0020
image_7.png,134,414,265,529,dhaka_topi_0073
image_7.png,186,38,335,134,sheep_0051
image_7.png,511,55,582,173,tiger_0015
image_7.png,401,16,478,209,tiger_0016
image_7.png,414,295,486,405,heart_0013
image_7.png,178,543,298,650,ladder_0020
image_7.png,585,527,678,677,star_0084
image_7.png,269,316,350,490,ladder_0004
image_7.png,77,566,157,673,dhakiya_0021
image_7.png,328,144,419,277,owl_0062
image_7.png,296,624,380,698,ladder_0053
image_7.png,592,104,693,241,computer_0005
image_7.png,1,478,123,579,farmer_0011
image_7.png,458,151,574,301,lock_0050
image_8.png,504,408,681,556,umbrella_0019
image_8.png,167,273,350,446,taraju_0078
image_8.png,67,18,216,208,torch_light_0084
image_8.png,246,28,431,225,karuwa_0056
image_8.png,38,465,193,546,cycle_0003
image_8.png,479,272,660,343,water_jug_0056
image_8.png,241,458,396,539,stamp_0029
image_8.png,405,578,544,684,Shankha_0024
image_8.png,443,49,580,214,stick_0006
image_8.png,95,562,248,697,wooden_wheel_0050
image_8.png,572,100,677,192,star_0048
image_8.png,358,253,494,325,stick_0032
image_8.png,53,208,176,326,umbrella_0137
image_8.png,27,318,153,454,mother_0016
image_8.png,344,372,446,466,loud_speaker_0050
image_8.png,253,545,410,685,dhaka_topi_0002
image_8.png,575,580,649,684,umbrella_0133
image_9.png,171,126,257,298,heart_0028
image_9.png,80,330,258,400,farmer_0026
image_9.png,239,37,330,143,loud_speaker_0016
image_9.png,524,47,654,163,rooster_0014
image_9.png,9,73,82,160,water_jug_0019
image_9.png,408,244,572,394,umbrella_0052
image_9.png,255,184,375,262,dhakiya_0060
image_9.png,488,540,634,627,computer_0069
image_9.png,541,387,664,518,mother_0023
image_9.png,220,549,396,696,stick_0031
image_9.png,323,25,489,181,water_jug_0014
image_9.png,250,361,432,545,ladder_0093
image_9.png,407,533,496,641,tiger_0014
image_9.png,13,481,88,660,dhaka_topi_0055
image_9.png,82,452,159,557,heart_0049
image_9.png,8,174,165,290,Turtle_0044
image_9.png,98,33,177,136,dhakiya_0100
image_9.png,584,182,666,336,Turtle_0001
image_9.png,74,608,185,681,farmer_0053
image_10.png,435,263,541,418,wooden_wheel_0011
image_10.png,85,236,276,406,computer_0055
image_10.png,587,352,700,539,dhaka_topi_0075
image_10.png,344,518,459,656,torch_light_0005
image_10.png,510,3,581,106,star_0136
image_10.png,588,1,666,79,stick_0029
image_10.png,203,453,277,622,taraju_0061
image_10.png,502,156,662,303,computer_0046
image_10.png,209,98,395,276,dhakiya_0095
image_10.png,101,592,229,681,sheep_0011
image_10.png,501,547,623,658,dhakiya_0061
image_10.png,338,24,485,99,dhakiya_0053
image_10.png,103,64,184,142,cycle_0037
image_10.png,520,403,591,541,star_0052
image_10.png,302,396,405,496,star_0004
image_10.png,104,466,180,591,dhaka_topi_0074
image_10.png,30,549,102,697,wooden_wheel_0051
image_10.png,287,293,416,398,ladder_0076
image_11.png,576,474,675,671,mother_0072
image_11.png,443,468,527,629,water_jug_0027
image_11.png,4,425,169,588,farmer_0052
image_11.png,156,450,294,521,heart_0090
image_11.png,558,182,647,327,ladder_0024
image_11.png,172,18,322,167,umbrella_0126
image_11.png,433,109,508,231,star_0062
image_11.png,139,249,287,327,farmer_0016
image_11.png,237,553,367,643,stamp_0065
image_11.png,317,277,388,384,dhaka_topi_0046
image_11.png,43,21,168,184,stamp_0002
image_11.png,496,5,580,114,star_0102
image_11.png,411,308,609,508,stamp_0030
image_11.png,150,381,299,455,sheep_0090
image_11.png,311,446,424,542,lock_0055
image_11.png,289,175,432,300,mother_0048
image_11.png,71,184,153,362,umbrella_0038
image_11.png,606,26,698,127,dhaka_topi_0071
image_11.png,611,307,697,436,wooden_wheel_0064
image_12.png,372,583,460,694,wooden_wheel_0026
image_12.png,454,494,557,677,star_0070
image_12.png,324,59,493,183,umbrella_0101
image_12.png,308,200,438,395,star_0012
image_12.png,52,92,194,219,torch_light_0051
image_12.png,392,388,585,509,tiger_0080
image_12.png,600,23,676,111,tiger_0043
image_12.png,126,361,303,459,sheep_0049
image_12.png,503,47,594,176,torch_light_0009
image_12.png,612,226,695,321,taraju_0032
image_12.png,73,493,206,666,star_0119
image_12.png,475,186,567,258,heart_0112
image_12.png,37,253,121,358,taraju_0027
image_12.png,239,424,395,583,dhaka_topi_0033
image_12.png,426,239,596,405,farmer_0068
image_12.png,186,21,292,213,wooden_wheel_0083
image_12.png,578,446,689,621,umbrella_0083
image_12.png,60,364,133,464,wooden_wheel_0064
image_12.png,574,156,647,244,loud_speaker_0046
image_12.png,194,590,341,681,karuwa_0082
image_13.png,220,460,385,656,taraju_0057
image_13.png,68,140,232,310,karuwa_0061
image_13.png,472,512,602,633,sheep_0061
image_13.png,366,431,524,529,Shankha_0009
image_13.png,264,151,388,336,loud_speaker_0069
image_13.png,40,375,160,481,loud_speaker_0046
image_13.png,451,25,543,116,karuwa_0025
image_13.png,473,204,630,338,umbrella_0071
image_13.png,123,10,289,88,stamp_0050
image_13.png,419,119,541,204,torch_light_0052
image_13.png,608,61,681,228,ladder_0102
image_13.png,168,354,243,444,umbrella_0055
image_13.png,46,515,184,687,torch_light_0062
image_13.png,407,340,560,417,tiger_0038
image_13.png,565,619,671,691,owl_0004
image_13.png,540,351,693,494,stamp_0051
image_13.png,376,575,480,646,dhaka_topi_0025
image_13.png,228,386,355,456,mother_0049
image_14.png,413,268,542,404,sheep_0030
image_14.png,200,223,354,380,umbrella_0043
image_14.png,27,92,215,179,mother_0076
image_14.png,418,438,511,608,heart_0050
image_14.png,121,496,284,648,water_jug_0070
image_14.png,328,527,398,676,ladder_0114
image_14.png,352,153,512,261,tiger_0033
image_14.png,12,427,137,520,water_jug_0066
image_14.png,50,190,132,315,dhakiya_0005
image_14.png,230,65,423,170,wooden_wheel_0091
image_14.png,258,387,338,465,umbrella_0107
image_14.png,139,383,261,482,rooster_0002
image_14.png,595,426,700,497,ladder_0099
image_14.png,535,190,667,315,Turtle_0080
image_14.png,13,304,163,376,dhaka_topi_0074
image_14.png,507,522,637,683,wooden_wheel_0094
image_14.png,516,38,621,123,cycle_0044
image_14.png,26,606,132,699,star_0112
image_14.png,624,68,697,191,owl_0011
image_15.png,68,396,171,478,wooden_wheel_0023
image_15.png,76,197,198,334,umbrella_0047
image_15.png,364,582,469,688,stamp_0030
image_15.png,486,230,619,309,loud_speaker_0054
image_15.png,408,474,544,587,torch_light_0073
image_15.png,305,96,492,279,dhakiya_0100
image_15.png,469,7,594,179,cycle_0049
image_15.png,164,457,234,579,mother_0001
image_15.png,570,385,697,584,dhakiya_0061
image_15.png,193,64,305,173,heart_0097
image_15.png,189,364,268,476,sheep_0010
image_15.png,516,566,646,673,sheep_0029
image_15.png,250,494,373,640,karuwa_0031
image_15.png,35,5,215,181,dhakiya_0092
image_15.png,372,276,529,432,star_0016
image_15.png,103,488,175,647,water_jug_0054
image_15.png,163,292,336,382,lock_0043
image_15.png,604,194,696,383,ladder_0087
image_16.png,78,516,277,606,heart_0073
image_16.png,426,495,600,637,owl_0048
image_16.png,426,105,601,304,wooden_wheel_0017
image_16.png,202,129,344,307,star_0077
image_16.png,43,343,220,481,rooster_0076
image_16.png,598,384,673,459,wooden_wheel_0004
image_16.png,253,391,334,494,mother_0083
image_16.png,82,66,195,257,lock_0076
image_16.png,222,311,373,397,ladder_0102
image_16.png,431,305,583,472,stamp_0059
image_16.png,601,143,695,283,loud_speaker_0002
image_16.png,342,386,451,566,umbrella_0130
image_16.png,237,29,417,120,taraju_0059
image_16.png,297,548,383,643,stick_0038
image_16.png,509,24,631,116,stamp_0005
image_16.png,594,488,673,682,ladder_0003
image_16.png,339,235,416,330,water_jug_0021
image_16.png,39,628,150,698,owl_0041
image_17.png,518,401,669,494,ladder_0097
image_17.png,382,150,465,291,farmer_0082
image_17.png,191,417,332,552,stick_0041
image_17.png,60,37,207,184,sheep_0101
image_17.png,194,582,366,671,wooden_wheel_0033
image_17.png,541,9,675,182,star_0095
image_17.png,254,20,399,184,torch_light_0037
image_17.png,61,318,155,421,water_jug_0007
image_17.png,444,254,522,394,Shankha_0036
image_17.png,343,523,520,678,loud_speaker_0067
image_17.png,156,170,268,255,cycle_0044
image_17.png,558,500,654,600,rooster_0036
image_17.png,621,583,695,660,cycle_0040
image_17.png,168,241,313,407,stick_0035
image_17.png,97,444,171,554,Shankha_0016
image_17.png,341,361,441,502,owl_0001
image_17.png,583,283,696,360,stick_0043
image_17.png,22,176,115,253,owl_0076
image_17.png,6,476,115,617,lock_0071
image_17.png,27,609,186,700,star_0043
image_18.png,85,342,235,525,sheep_0068
image_18.png,72,31,146,223,ladder_0052
image_18.png,421,147,537,336,farmer_0033
image_18.png,356,37,434,187,rooster_0058
image_18.png,394,498,501,669,lock_0041
image_18.png,120,575,195,670,umbrella_0128
image_18.png,234,62,337,167,water_jug_0057
image_18.png,441,365,549,475,farmer_0042
image_18.png,284,391,410,565,stamp_0004
image_18.png,228,222,427,416,dhakiya_0060
image_18.png,578,350,666,532,lock_0059
image_18.png,192,579,343,666,mother_0067
image_18.png,501,501,643,643,owl_0040
image_18.png,566,101,698,189,Shankha_0013
image_18.png,439,3,516,117,lock_0017
image_18.png,153,82,241,249,lock_0035
image_18.png,531,228,684,341,dhaka_topi_0035
image_18.png,500,34,663,107,star_0083
image_18.png,28,237,98,397,Shankha_0038
image_19.png,288,453,417,603,heart_0095
image_19.png,463,500,560,642,cycle_0027
image_19.png,300,2,391,122,wooden_wheel_0024
image_19.png,35,122,188,210,owl_0043
image_19.png,373,334,489,427,rooster_0051
image_19.png,94,193,267,388,stick_0063
image_19.png,269,188,373,326,Turtle_0015
image_19.png,420,66,525,249,loud_speaker_0028
image_19.png,29,571,204,667,umbrella_0120
image_19.png,553,537,624,658,Shankha_0061
image_19.png,545,70,617,205,Shankha_0028
image_19.png,580,213,699,393,dhaka_topi_0006
image_19.png,181,413,260,558,torch_light_0005
image_19.png,54,365,186,556,umbrella_0101
image_19.png,119,15,222,114,rooster_0013
image_19.png,587,468,676,558,loud_speaker_0060
image_19.png,481,312,553,390,Turtle_0066
image_19.png,203,94,338,198,dhakiya_0033
image_20.png,110,332,193,466,star_0137
image_20.png,416,396,556,485,owl_0030
image_20.png,536,43,629,149,karuwa_0072
image_20.png,518,597,673,679,dhaka_topi_0037
image_20.png,291,243,380,375,mother_0059
image_20.png,42,472,155,654,dhakiya_0014
image_20.png,182,38,325,213,Shankha_0008
image_20.png,378,299,567,387,star_0106
image_20.png,162,467,315,557,mother_0064
image_20.png,511,505,698,589,sheep_0059
image_20.png,60,209,151,365,heart_0070
image_20.png,548,228,665,406,sheep_0036
image_20.png,331,4,522,177,Shankha_0062
image_20.png,362,553,506,673,sheep_0073
image_20.png,32,108,132,197,torch_light_0063
image_20.png,280,398,421,472,farmer_0013
image_20.png,139,223,310,302,farmer_0051
image_20.png,12,9,172,87,umbrella_0136
image_21.png,312,49,464,157,tiger_0037
image_21.png,182,157,281,246,torch_light_0010
image_21.png,474,248,646,444,water_jug_0021
image_21.png,62,112,153,288,umbrella_0038
image_21.png,211,348,398,482,stamp_0007
image_21.png,508,37,648,158,Shankha_0067
image_21.png,324,182,476,276,star_0002
image_21.png,118,592,282,691,Shankha_0060
image_21.png,437,476,532,581,umbrella_0027
image_21.png,48,290,163,409,ladder_0009
image_21.png,513,566,654,663,dhaka_topi_0028
image_21.png,127,433,226,509,Shankha_0024
image_21.png,292,267,401,354,cycle_0042
image_21.png,262,468,419,640,star_0037
image_21.png,20,435,92,510,farmer_0031
image_21.png,65,517,165,608,heart_0047
image_21.png,132,14,289,136,Shankha_0027
image_22.png,471,346,617,526,farmer_0028
image_22.png,289,127,428,301,water_jug_0044
image_22.png,66,129,206,245,Turtle_0005
image_22.png,239,512,388,688,stamp_0035
image_22.png,140,298,289,490,computer_0071
image_22.png,532,61,602,239,ladder_0016
image_22.png,121,0,236,74,dhaka_topi_0044
image_22.png,26,349,104,457,ladder_0111
image_22.png,77,538,250,613,stick_0020
image_22.png,509,549,616,681,dhaka_topi_0079
image_22.png,289,339,379,494,star_0082
image_22.png,389,498,502,593,loud_speaker_0028
image_22.png,431,77,537,224,umbrella_0123
image_22.png,389,335,471,516,dhakiya_0006
image_22.png,597,221,690,309,karuwa_0004
image_22.png,234,34,405,132,ladder_0082
image_22.png,13,7,130,80,torch_light_0005
image_23.png,489,252,672,385,lock_0002
image_23.png,0,559,193,671,dhaka_topi_0076
image_23.png,356,302,468,407,star_0114
image_23.png,200,226,303,308,umbrella_0098
image_23.png,393,419,490,575,Turtle_0052
image_23.png,186,364,257,517,owl_0038
image_23.png,442,540,603,695,Turtle_0054
image_23.png,367,101,521,256,stamp_0003
image_23.png,63,58,231,131,heart_0091
image_23.png,550,103,684,256,Shankha_0034
image_23.png,60,442,191,567,Turtle_0040
image_23.png,84,138,272,225,umbrella_0131
image_23.png,321,404,399,545,taraju_0027
image_23.png,355,24,527,106,loud_speaker_0056
image_23.png,178,549,338,666,wooden_wheel_0101
image_23.png,124,244,217,375,Turtle_0052
image_23.png,281,105,374,204,wooden_wheel_0015
image_23.png,541,417,665,516,taraju_0032
image_24.png,223,278,351,476,torch_light_0046
image_24.png,392,183,520,277,loud_speaker_0042
image_24.png,519,78,663,195,wooden_wheel_0039
image_24.png,187,153,322,296,Shankha_0061
image_24.png,29,333,216,506,tiger_0013
image_24.png,7,147,79,322,rooster_0022
image_24.png,60,507,163,674,star_0052
image_24.png,337,109,435,203,Shankha_0007
image_24.png,556,501,678,624,cycle_0002
image_24.png,261,494,451,623,owl_0029
image_24.png,480,302,609,403,farmer_0019
image_24.png,83,22,170,216,karuwa_0029
image_24.png,177,27,320,132,stamp_0070
image_24.png,343,3,542,121,taraju_0053
image_24.png,464,413,557,571,sheep_0065
image_24.png,161,502,261,692,star_0066
image_24.png,390,335,477,482,umbrella_0062
image_25.png,26,405,159,577,tiger_0047
image_25.png,508,186,630,364,stamp_0021
image_25.png,94,251,196,405,wooden_wheel_0058
image_25.png,258,435,429,540,wooden_wheel_0100
image_25.png,120,107,201,224,ladder_0042
image_25.png,347,60,544,155,wooden_wheel_0081
image_25.png,547,477,638,665,torch_light_0044
image_25.png,268,240,434,314,torch_light_0033
image_25.png,369,523,558,611,water_jug_0004
image_25.png,251,50,349,205,sheep_0038
image_25.png,339,341,533,416,heart_0004
image_25.png,222,568,318,639,rooster_0020
image_25.png,123,565,210,662,stick_0045
image_25.png,142,6,235,89,dhakiya_0081
image_25.png,582,5,675,180,lock_0062
image_25.png,307,613,494,697,ladder_0099
image_25.png,13,117,121,293,owl_0057
image_25.png,253,304,325,418,computer_0074
image_26.png,74,247,145,427,sheep_0028
image_26.png,263,11,399,106,taraju_0047
image_26.png,150,303,348,386,Shankha_0013
image_26.png,380,466,527,613,wooden_wheel_0062
image_26.png,350,129,522,201,sheep_0028
image_26.png,339,260,520,387,lock_0029
image_26.png,87,448,265,592,computer_0048
image_26.png,258,155,348,301,lock_0032
image_26.png,587,281,688,460,heart_0018
image_26.png,139,50,272,163,ladder_0097
image_26.png,90,149,274,256,ladder_0081
image_26.png,544,85,618,238,mother_0069
image_26.png,556,506,699,667,Shankha_0032
image_26.png,72,49,146,122,torch_light_0043
image_26.png,298,475,376,624,stick_0040
image_26.png,432,27,511,128,Turtle_0090
image_26.png,508,331,583,520,wooden_wheel_0017
image_27.png,472,350,551,472,ladder_0075
image_27.png,205,218,282,390,owl_0027
image_27.png,80,310,152,407,Turtle_0018
image_27.png,320,122,408,196,umbrella_0102
image_27.png,383,71,581,231,wooden_wheel_0066
image_27.png,405,502,513,628,cycle_0072
image_27.png,331,268,474,444,computer_0041
image_27.png,210,532,329,686,mother_0025
image_27.png,202,35,367,168,karuwa_0042
image_27.png,613,167,700,293,stamp_0029
image_27.png,313,439,427,523,Shankha_0028
image_27.png,576,298,696,387,rooster_0020
image_27.png,339,624,530,698,ladder_0110
image_27.png,564,432,695,502,umbrella_0057
image_27.png,1,259,86,449,owl_0012
image_27.png,144,597,217,669,ladder_0074
image_27.png,20,60,126,133,star_0003
image_27.png,56,410,183,600,computer_0045
image_27.png,92,147,184,332,rooster_0020
image_28.png,393,176,491,253,star_0122
image_28.png,91,380,188,527,sheep_0079
image_28.png,255,73,337,273,Shankha_0060
image_28.png,7,69,80,209,dhakiya_0034
image_28.png,506,610,628,700,torch_light_0037
image_28.png,80,531,227,677,heart_0114
image_28.png,604,429,690,583,wooden_wheel_0086
image_28.png,301,336,375,463,star_0093
image_28.png,586,40,662,116,stick_0060
image_28.png,397,277,595,462,ladder_0076
image_28.png,150,96,237,276,heart_0098
image_28.png,196,318,272,410,mother_0052
image_28.png,301,607,465,692,rooster_0016
image_28.png,250,451,440,594,water_jug_0047
image_28.png,280,259,396,347,Turtle_0013
image_28.png,355,81,517,177,star_0119
image_28.png,583,95,700,268,dhaka_topi_0015
image_28.png,501,499,573,584,computer_0013
image_28.png,19,403,103,594,computer_0055
image_29.png,324,281,419,425,Shankha_0006
image_29.png,520,322,594,491,dhaka_topi_0076
image_29.png,89,552,185,664,rooster_0066
image_29.png,420,83,572,227,umbrella_0033
image_29.png,13,254,196,376,sheep_0104
image_29.png,141,160,266,251,ladder_0111
image_29.png,244,67,410,171,lock_0023
image_29.png,17,78,130,239,cycle_0060
image_29.png,326,500,471,680,cycle_0025
image_29.png,491,491,658,644,torch_light_0060
image_29.png,146,22,240,114,heart_0085
image_29.png,222,603,315,676,star_0034
image_29.png,161,447,348,529,torch_light_0070
image_29.png,29,404,166,487,star_0141
image_29.png,185,233,320,343,lock_0005
image_29.png,581,129,664,305,computer_0015
image_29.png,394,389,511,469,cycle_0079
image_30.png,537,393,690,581,wooden_wheel_0077
image_30.png,194,271,375,373,Shankha_0040
image_30.png,109,414,304,581,loud_speaker_0010
image_30.png,363,286,556,480,water_jug_0032
image_30.png,500,43,672,225,sheep_0057
image_30.png,49,174,148,307,star_0105
image_30.png,145,184,311,269,Turtle_0057
image_30.png,428,487,508,597,star_0053
image_30.png,85,75,161,153,star_0105
image_30.png,358,12,503,141,karuwa_0071
image_30.png,268,69,341,148,ladder_0039
image_30.png,83,336,173,419,ladder_0080
image_30.png,0,546,115,696,Turtle_0010
image_30.png,279,469,454,668,computer_0076
image_30.png,568,265,667,404,ladder_0105
image_30.png,363,172,464,242,tiger_0059
image_30.png,132,3,284,74,owl_0050
image_31.png,424,488,614,558,karuwa_0080
image_31.png,382,178,524,364,heart_0028
image_31.png,40,109,121,211,karuwa_0082
image_31.png,207,49,344,248,mother_0073
image_31.png,332,422,439,534,farmer_0033
image_31.png,137,223,321,414,tiger_0025
image_31.png,261,569,401,650,dhaka_topi_0029
image_31.png,532,581,605,689,water_jug_0058
image_31.png,81,474,173,590,star_0017
image_31.png,381,18,461,138,lock_0018
image_31.png,523,223,595,361,owl_0074
image_31.png,507,72,654,178,Turtle_0077
image_31.png,602,347,682,474,farmer_0023
image_31.png,112,66,196,167,umbrella_0064
image_31.png,41,320,129,428,sheep_0052
image_31.png,136,423,287,505,rooster_0067
image_31.png,587,210,699,359,tiger_0047
image_32.png,403,134,529,246,sheep_0013
image_32.png,305,458,451,634,ladder_0076
image_32.png,218,281,362,434,wooden_wheel_0087
image_32.png,537,274,611,434,umbrella_0094
image_32.png,0,402,87,558,stamp_0018
image_32.png,559,447,658,594,sheep_0008
image_32.png,128,493,318,650,stick_0061
image_32.png,399,28,595,138,wooden_wheel_0108
image_32.png,360,328,548,408,dhaka_topi_0056
image_32.png,71,345,194,442,tiger_0057
image_32.png,126,112,313,223,torch_light_0002
image_32.png,312,14,409,159,cycle_0045
image_32.png,435,401,556,599,water_jug_0039
image_32.png,33,561,126,675,heart_0074
image_32.png,0,159,75,347,umbrella_0023
image_32.png,15,20,109,176,loud_speaker_0052
image_32.png,383,621,535,693,loud_speaker_0027
image_33.png,220,145,291,215,water_jug_0079
image_33.png,109,261,295,353,ladder_0091
image_33.png,254,439,432,542,Shankha_0054
image_33.png,291,335,422,419,owl_0069
image_33.png,96,370,194,542,wooden_wheel_0051
image_33.png,52,184,184,273,Shankha_0043
image_33.png,397,96,553,189,mother_0023
image_33.png,190,33,327,165,Turtle_0078
image_33.png,413,319,532,467,star_0029
image_33.png,571,249,678,384,stamp_0055
image_33.png,43,263,114,409,owl_0059
image_33.png,12,516,146,695,loud_speaker_0051
image_33.png,597,474,694,659,rooster_0049
image_33.png,471,485,606,567,ladder_0109
image_33.png,316,185,391,316,Turtle_0033
image_33.png,23,3,193,140,cycle_0053
image_33.png,502,187,580,308,umbrella_0119
image_33.png,263,561,355,653,loud_speaker_0053
image_33.png,572,99,650,257,loud_speaker_0014
image_33.png,344,532,442,698,dhaka_topi_0083
image_34.png,309,338,497,507,cycle_0068
image_34.png,521,457,698,578,loud_speaker_0009
image_34.png,460,175,620,316,stick_0003
image_34.png,75,392,264,508,umbrella_0078
image_34.png,103,157,248,350,lock_0009
image_34.png,321,158,467,304,Shankha_0019
image_34.png,428,2,506,151,umbrella_0071
image_34.png,12,13,177,178,sheep_0046
image_34.png,533,577,657,665,Turtle_0081
image_34.png,248,100,345,172,mother_0033
image_34.png,221,486,315,603,owl_0011
image_34.png,47,572,198,668,star_0107
image_34.png,329,503,451,610,mother_0062
image_34.png,595,337,671,419,star_0093
image_34.png,338,7,413,124,sheep_0061
image_34.png,557,91,667,170,heart_0005
image_34.png,246,233,336,366,karuwa_0032
image_34.png,226,16,311,110,Shankha_0052
image_35.png,344,213,489,399,dhakiya_0041
image_35.png,189,445,306,608,karuwa_0018
image_35.png,284,93,467,163,wooden_wheel_0018
image_35.png,51,173,240,369,farmer_0027
image_35.png,439,21,577,185,ladder_0040
image_35.png,456,310,633,481,mother_0072
image_35.png,464,552,570,692,umbrella_0075
image_35.png,569,510,663,653,farmer_0039
image_35.png,519,180,674,275,farmer_0005
image_35.png,297,536,429,696,stick_0021
image_35.png,131,95,302,174,star_0058
image_35.png,615,65,686,152,star_0061
image_35.png,71,539,191,618,wooden_wheel_0097
image_35.png,137,19,283,96,loud_speaker_0029
image_35.png,247,344,348,438,ladder_0050
image_35.png,7,370,109,489,Turtle_0068
image_35.png,102,377,205,447,mother_0023
image_35.png,253,270,329,344,lock_0054
image_36.png,405,198,493,363,umbrella_0111
image_36.png,64,335,175,411,stamp_0023
image_36.png,478,285,612,435,umbrella_0061
image_36.png,11,182,150,337,umbrella_0052
image_36.png,499,129,584,253,star_0088
image_36.png,430,460,565,564,umbrella_0116
image_36.png,281,241,361,411,tiger_0020
image_36.png,271,569,452,670,dhakiya_0015
image_36.png,271,12,443,87,sheep_0084
image_36.png,464,596,607,692,farmer_0032
image_36.png,308,127,400,234,computer_0067
image_36.png,111,21,229,165,stick_0035
image_36.png,43,589,145,686,taraju_0037
image_36.png,573,198,700,317,umbrella_0024
image_36.png,176,376,259,542,loud_speaker_0074
image_36.png,533,420,691,496,tiger_0039
image_36.png,32,497,139,577,water_jug_0003
