image_id,symbol,label,x1,y1,x2,y2
valid_0001.jpg,symbol,key,230,3092,419,3281
valid_0001.jpg,symbol,farmer,608,3092,797,3281
valid_0001.jpg,symbol,madal,986,3092,1175,3281
valid_0001.jpg,symbol,star,1364,3092,1553,3281
valid_0001.jpg,symbol,dhaka_topi,1742,3092,1931,3281
valid_0001.jpg,valid_stamp,stamp,2200,2348,2279,2498
valid_0002.jpg,symbol,lotus,230,1580,419,1769
valid_0002.jpg,symbol,stick,608,1580,797,1769
valid_0002.jpg,symbol,hammer_hasiya,986,1580,1175,1769
valid_0002.jpg,symbol,Water_Glass,1364,1580,1553,1769
valid_0002.jpg,symbol,namaste,1742,1580,1931,1769
valid_0002.jpg,symbol,farmer,2120,1580,2309,1769
valid_0002.jpg,symbol,namaste,230,1769,419,1958
valid_0002.jpg,symbol,ladder,608,1769,797,1958
valid_0002.jpg,symbol,rooster,986,1769,1175,1958
valid_0002.jpg,symbol,water_jug,1364,1769,1553,1958
valid_0002.jpg,symbol,House,1742,1769,1931,1958
valid_0002.jpg,symbol,damphu,2120,1769,2309,1958
valid_0002.jpg,symbol,dhakiya,230,1958,419,2147
valid_0002.jpg,symbol,heart,608,1958,797,2147
valid_0002.jpg,symbol,hand_palm,986,1958,1175,2147
valid_0002.jpg,symbol,bus,1364,1958,1553,2147
valid_0002.jpg,symbol,madal,1742,1958,1931,2147
valid_0002.jpg,symbol,tiger,2120,1958,2309,2147
valid_0002.jpg,symbol,wooden_wheel,230,2147,419,2336
valid_0002.jpg,symbol,hand_palm,608,2147,797,2336
valid_0002.jpg,symbol,owl,986,2147,1175,2336
valid_0002.jpg,symbol,water_jug,1364,2147,1553,2336
valid_0002.jpg,symbol,stick,1742,2147,1931,2336
valid_0002.jpg,symbol,farmer,2120,2147,2309,2336
valid_0002.jpg,symbol,karuwa,230,2336,419,2525
valid_0002.jpg,symbol,sheep,608,2336,797,2525
valid_0002.jpg,symbol,sun,986,2336,1175,2525
valid_0002.jpg,symbol,lock,1364,2336,1553,2525
valid_0002.jpg,symbol,stick,1742,2336,1931,2525
valid_0002.jpg,symbol,farmer,2120,2336,2309,2525
valid_0002.jpg,symbol,stick,230,2525,419,2714
valid_0002.jpg,symbol,House,608,2525,797,2714
valid_0002.jpg,symbol,lock,986,2525,1175,2714
valid_0002.jpg,symbol,umbrella,1364,2525,1553,2714
valid_0002.jpg,symbol,farmer,1742,2525,1931,2714
valid_0002.jpg,symbol,torch_light,2120,2525,2309,2714
valid_0002.jpg,symbol,sheep,230,2714,419,2903
valid_0002.jpg,symbol,owl,608,2714,797,2903
valid_0002.jpg,symbol,heart,986,2714,1175,2903
valid_0002.jpg,symbol,lock,1364,2714,1553,2903
valid_0002.jpg,symbol,hammer_hasiya,1742,2714,1931,2903
valid_0002.jpg,symbol,tree,2120,2714,2309,2903
valid_0002.jpg,symbol,torch_light,230,2903,419,3092
valid_0002.jpg,symbol,cycle,608,2903,797,3092
valid_0002.jpg,symbol,namaste,986,2903,1175,3092
valid_0002.jpg,symbol,key,1364,2903,1553,3092
valid_0002.jpg,symbol,lotus,1742,2903,1931,3092
valid_0002.jpg,symbol,owl,2120,2903,2309,3092
valid_0002.jpg,symbol,heart,230,3092,419,3281
valid_0002.jpg,symbol,ladder,608,3092,797,3281
valid_0002.jpg,symbol,wooden_wheel,986,3092,1175,3281
valid_0002.jpg,symbol,namaste,1364,3092,1553,3281
valid_0002.jpg,symbol,cycle,1742,3092,1931,3281
valid_0002.jpg,valid_stamp,stamp,640,2348,790,2498
valid_0003.jpg,symbol,lotus,230,1580,419,1769
valid_0003.jpg,symbol,dhakiya,608,1580,797,1769
valid_0003.jpg,symbol,heart,986,1580,1175,1769
valid_0003.jpg,symbol,lotus,1364,1580,1553,1769
valid_0003.jpg,symbol,star,1742,1580,1931,1769
valid_0003.jpg,symbol,torch_light,2120,1580,2309,1769
valid_0003.jpg,symbol,wooden_wheel,230,1769,419,1958
valid_0003.jpg,symbol,woman_man,608,1769,797,1958
valid_0003.jpg,symbol,key,986,1769,1175,1958
valid_0003.jpg,symbol,water_jug,1364,1769,1553,1958
valid_0003.jpg,symbol,House,1742,1769,1931,1958
valid_0003.jpg,symbol,dhaka_topi,2120,1769,2309,1958
valid_0003.jpg,symbol,dhaka_topi,230,1958,419,2147
valid_0003.jpg,symbol,cycle,608,1958,797,2147
valid_0003.jpg,symbol,heart,986,1958,1175,2147
valid_0003.jpg,symbol,doko,1364,1958,1553,2147
valid_0003.jpg,symbol,doko,1742,1958,1931,2147
valid_0003.jpg,symbol,heart,2120,1958,2309,2147
valid_0003.jpg,symbol,karuwa,230,2147,419,2336
valid_0003.jpg,symbol,bus,608,2147,797,2336
valid_0003.jpg,symbol,bus,986,2147,1175,2336
valid_0003.jpg,symbol,Water_Glass,1364,2147,1553,2336
valid_0003.jpg,symbol,hammer_hasiya,1742,2147,1931,2336
valid_0003.jpg,symbol,farmer,2120,2147,2309,2336
valid_0003.jpg,symbol,key,230,2336,419,2525
valid_0003.jpg,symbol,cycle,608,2336,797,2525
valid_0003.jpg,symbol,key,986,2336,1175,2525
valid_0003.jpg,symbol,owl,1364,2336,1553,2525
valid_0003.jpg,symbol,bus,1742,2336,1931,2525
valid_0003.jpg,symbol,Water_Glass,2120,2336,2309,2525
valid_0003.jpg,symbol,woman_man,230,2525,419,2714
valid_0003.jpg,symbol,hammer_hasiya,608,2525,797,2714
valid_0003.jpg,symbol,hammer_hasiya,986,2525,1175,2714
valid_0003.jpg,symbol,taraju,1364,2525,1553,2714
valid_0003.jpg,symbol,namaste,1742,2525,1931,2714
valid_0003.jpg,symbol,loud_speaker,2120,2525,2309,2714
valid_0003.jpg,symbol,ladder,230,2714,419,2903
valid_0003.jpg,symbol,damphu,608,2714,797,2903
valid_0003.jpg,symbol,taraju,986,2714,1175,2903
valid_0003.jpg,symbol,tree,1364,2714,1553,2903
valid_0003.jpg,symbol,ladder,1742,2714,1931,2903
valid_0003.jpg,symbol,loud_speaker,2120,2714,2309,2903
valid_0003.jpg,symbol,hammer_hasiya,230,2903,419,3092
valid_0003.jpg,symbol,hammer_hasiya,608,2903,797,3092
valid_0003.jpg,symbol,dog,986,2903,1175,3092
valid_0003.jpg,symbol,sheep,1364,2903,1553,3092
valid_0003.jpg,symbol,Candle_light,1742,2903,1931,3092
valid_0003.jpg,symbol,tree,2120,2903,2309,3092
valid_0003.jpg,symbol,doko,230,3092,419,3281
valid_0003.jpg,symbol,Shankha,608,3092,797,3281
valid_0003.jpg,symbol,stick,986,3092,1175,3281
valid_0003.jpg,symbol,star,1364,3092,1553,3281
valid_0003.jpg,symbol,umbrella,1742,3092,1931,3281
valid_0003.jpg,valid_stamp,stam,764,2912,914,3062
valid_0004.jpg,symbol,damphu,230,1580,419,1769
valid_0004.jpg,symbol,pen,608,1580,797,1769
valid_0004.jpg,symbol,torch_light,986,1580,1175,1769
valid_0004.jpg,symbol,torch_light,1364,1580,1553,1769
valid_0004.jpg,symbol,doko,1742,1580,1931,1769
valid_0004.jpg,symbol,sun,2120,1580,2309,1769
valid_0004.jpg,symbol,stick,230,1769,419,1958
valid_0004.jpg,symbol,rooster,608,1769,797,1958
valid_0004.jpg,symbol,rooster,986,1769,1175,1958
valid_0004.jpg,symbol,heart,1364,1769,1553,1958
valid_0004.jpg,symbol,wooden_wheel,1742,1769,1931,1958
valid_0004.jpg,symbol,sun,2120,1769,2309,1958
valid_0004.jpg,symbol,Candle_light,230,1958,419,2147
valid_0004.jpg,symbol,dhaka_topi,608,1958,797,2147
valid_0004.jpg,symbol,wooden_wheel,986,1958,1175,2147
valid_0004.jpg,symbol,water_jug,1364,1958,1553,2147
valid_0004.jpg,symbol,Water_Glass,1742,1958,1931,2147
valid_0004.jpg,symbol,stick,2120,1958,2309,2147
valid_0004.jpg,symbol,pen,230,2147,419,2336
valid_0004.jpg,symbol,karuwa,608,2147,797,2336
valid_0004.jpg,symbol,loud_speaker,986,2147,1175,2336
valid_0004.jpg,symbol,karuwa,1364,2147,1553,2336
valid_0004.jpg,symbol,tree,1742,2147,1931,2336
valid_0004.jpg,symbol,taraju,2120,2147,2309,2336
valid_0004.jpg,symbol,owl,230,2336,419,2525
valid_0004.jpg,symbol,star,608,2336,797,2525
valid_0004.jpg,symbol,lotus,986,2336,1175,2525
valid_0004.jpg,symbol,tree,1364,2336,1553,2525
valid_0004.jpg,symbol,sheep,1742,2336,1931,2525
valid_0004.jpg,symbol,farmer,2120,2336,2309,2525
valid_0004.jpg,symbol,key,230,2525,419,2714
valid_0004.jpg,symbol,mother,608,2525,797,2714
valid_0004.jpg,symbol,lock,986,2525,1175,2714
valid_0004.jpg,symbol,owl,1364,2525,1553,2714
valid_0004.jpg,symbol,water_jug,1742,2525,1931,2714
valid_0004.jpg,symbol,dog,2120,2525,2309,2714
valid_0004.jpg,symbol,Candle_light,230,2714,419,2903
valid_0004.jpg,symbol,lotus,608,2714,797,2903
valid_0004.jpg,symbol,namaste,986,2714,1175,2903
valid_0004.jpg,symbol,doko,1364,2714,1553,2903
valid_0004.jpg,symbol,loud_speaker,1742,2714,1931,2903
valid_0004.jpg,symbol,loud_speaker,2120,2714,2309,2903
valid_0004.jpg,symbol,Turtle,230,2903,419,3092
valid_0004.jpg,symbol,madal,608,2903,797,3092
valid_0004.jpg,symbol,star,986,2903,1175,3092
valid_0004.jpg,symbol,star,1364,2903,1553,3092
valid_0004.jpg,symbol,cycle,1742,2903,1931,3092
valid_0004.jpg,symbol,torch_light,2120,2903,2309,3092
valid_0004.jpg,symbol,woman_man,230,3092,419,3281
valid_0004.jpg,symbol,Water_Glass,608,3092,797,3281
valid_0004.jpg,symbol,dhakiya,986,3092,1175,3281
valid_0004.jpg,symbol,Turtle,1364,3092,1553,3281
valid_0004.jpg,symbol,hand_palm,1742,3092,1931,3281
valid_0004.jpg,valid_stamp,stamp,1418,2506,1568,2656
valid_0005.jpg,symbol,stick,230,1580,419,1769
valid_0005.jpg,symbol,hammer_hasiya,608,1580,797,1769
valid_0005.jpg,symbol,sun,986,1580,1175,1769
valid_0005.jpg,symbol,doko,1364,1580,1553,1769
valid_0005.jpg,symbol,umbrella,1742,1580,1931,1769
valid_0005.jpg,symbol,lock,2120,1580,2309,1769
valid_0005.jpg,symbol,doko,230,1769,419,1958
valid_0005.jpg,symbol,woman_man,608,1769,797,1958
valid_0005.jpg,symbol,dhaka_topi,986,1769,1175,1958
valid_0005.jpg,symbol,woman_man,1364,1769,1553,1958
valid_0005.jpg,symbol,Water_Glass,1742,1769,1931,1958
valid_0005.jpg,symbol,heart,2120,1769,2309,1958
valid_0005.jpg,symbol,madal,230,1958,419,2147
valid_0005.jpg,symbol,tree,608,1958,797,2147
valid_0005.jpg,symbol,umbrella,986,1958,1175,2147
valid_0005.jpg,symbol,doko,1364,1958,1553,2147
valid_0005.jpg,symbol,farmer,1742,1958,1931,2147
valid_0005.jpg,symbol,mother,2120,1958,2309,2147
valid_0005.jpg,symbol,Turtle,230,2147,419,2336
valid_0005.jpg,symbol,dhaka_topi,608,2147,797,2336
valid_0005.jpg,symbol,key,986,2147,1175,2336
valid_0005.jpg,symbol,sheep,1364,2147,1553,2336
valid_0005.jpg,symbol,hoe,1742,2147,1931,2336
valid_0005.jpg,symbol,madal,2120,2147,2309,2336
valid_0005.jpg,symbol,loud_speaker,230,2336,419,2525
valid_0005.jpg,symbol,taraju,608,2336,797,2525
valid_0005.jpg,symbol,karuwa,986,2336,1175,2525
valid_0005.jpg,symbol,farmer,1364,2336,1553,2525
valid_0005.jpg,symbol,madal,1742,2336,1931,2525
valid_0005.jpg,symbol,pen,2120,2336,2309,2525
valid_0005.jpg,symbol,cycle,230,2525,419,2714
valid_0005.jpg,symbol,dog,608,2525,797,2714
valid_0005.jpg,symbol,madal,986,2525,1175,2714
valid_0005.jpg,symbol,doko,1364,2525,1553,2714
valid_0005.jpg,symbol,hand_palm,1742,2525,1931,2714
valid_0005.jpg,symbol,owl,2120,2525,2309,2714
valid_0005.jpg,symbol,dhakiya,230,2714,419,2903
valid_0005.jpg,symbol,lotus,608,2714,797,2903
valid_0005.jpg,symbol,dog,986,2714,1175,2903
valid_0005.jpg,symbol,key,1364,2714,1553,2903
valid_0005.jpg,symbol,namaste,1742,2714,1931,2903
valid_0005.jpg,symbol,House,2120,2714,2309,2903
valid_0005.jpg,symbol,bus,230,2903,419,3092
valid_0005.jpg,symbol,computer,608,2903,797,3092
valid_0005.jpg,symbol,namaste,986,2903,1175,3092
valid_0005.jpg,symbol,star,1364,2903,1553,3092
valid_0005.jpg,symbol,umbrella,1742,2903,1931,3092
valid_0005.jpg,symbol,woman_man,2120,2903,2309,3092
valid_0005.jpg,symbol,Turtle,230,3092,419,3281
valid_0005.jpg,symbol,lock,608,3092,797,3281
valid_0005.jpg,symbol,Water_Glass,986,3092,1175,3281
valid_0005.jpg,symbol,taraju,1364,3092,1553,3281
valid_0005.jpg,symbol,tiger,1742,3092,1931,3281
valid_0005.jpg,valid_stamp,stamp,620,2166,770,2316
valid_0006.jpg,symbol,damphu,230,1580,419,1769
valid_0006.jpg,symbol,loud_speaker,608,1580,797,1769
valid_0006.jpg,symbol,dhakiya,986,1580,1175,1769
valid_0006.jpg,symbol,woman_man,1364,1580,1553,1769
valid_0006.jpg,symbol,hoe,1742,1580,1931,1769
valid_0006.jpg,symbol,hammer_hasiya,2120,1580,2309,1769
valid_0006.jpg,symbol,Candle_light,230,1769,419,1958
valid_0006.jpg,symbol,tiger,608,1769,797,1958
valid_0006.jpg,symbol,Candle_light,986,1769,1175,1958
valid_0006.jpg,symbol,rooster,1364,1769,1553,1958
valid_0006.jpg,symbol,ladder,1742,1769,1931,1958
valid_0006.jpg,symbol,torch_light,2120,1769,2309,1958
valid_0006.jpg,symbol,taraju,230,1958,419,2147
valid_0006.jpg,symbol,Water_Glass,608,1958,797,2147
valid_0006.jpg,symbol,torch_light,986,1958,1175,2147
valid_0006.jpg,symbol,torch_light,1364,1958,1553,2147
valid_0006.jpg,symbol,umbrella,1742,1958,1931,2147
valid_0006.jpg,symbol,Turtle,2120,1958,2309,2147
valid_0006.jpg,symbol,lotus,230,2147,419,2336
valid_0006.jpg,symbol,Candle_light,608,2147,797,2336
valid_0006.jpg,symbol,star,986,2147,1175,2336
valid_0006.jpg,symbol,pen,1364,2147,1553,2336
valid_0006.jpg,symbol,sun,1742,2147,1931,2336
valid_0006.jpg,symbol,hoe,2120,2147,2309,2336
valid_0006.jpg,symbol,key,230,2336,419,2525
valid_0006.jpg,symbol,House,608,2336,797,2525
valid_0006.jpg,symbol,loud_speaker,986,2336,1175,2525
valid_0006.jpg,symbol,mother,1364,2336,1553,2525
valid_0006.jpg,symbol,loud_speaker,1742,2336,1931,2525
valid_0006.jpg,symbol,hammer_hasiya,2120,2336,2309,2525
valid_0006.jpg,symbol,madal,230,2525,419,2714
valid_0006.jpg,symbol,woman_man,608,2525,797,2714
valid_0006.jpg,symbol,dog,986,2525,1175,2714
valid_0006.jpg,symbol,hoe,1364,2525,1553,2714
valid_0006.jpg,symbol,Turtle,1742,2525,1931,2714
valid_0006.jpg,symbol,hammer_hasiya,2120,2525,2309,2714
valid_0006.jpg,symbol,wooden_wheel,230,2714,419,2903
valid_0006.jpg,symbol,Shankha,608,2714,797,2903
valid_0006.jpg,symbol,lotus,986,2714,1175,2903
valid_0006.jpg,symbol,tiger,1364,2714,1553,2903
valid_0006.jpg,symbol,woman_man,1742,2714,1931,2903
valid_0006.jpg,symbol,key,2120,2714,2309,2903
valid_0006.jpg,symbol,karuwa,230,2903,419,3092
valid_0006.jpg,symbol,ladder,608,2903,797,3092
valid_0006.jpg,symbol,rooster,986,2903,1175,3092
valid_0006.jpg,symbol,damphu,1364,2903,1553,3092
valid_0006.jpg,symbol,Water_Glass,1742,2903,1931,3092
valid_0006.jpg,symbol,hammer_hasiya,2120,2903,2309,3092
valid_0006.jpg,symbol,wooden_wheel,230,3092,419,3281
valid_0006.jpg,symbol,hoe,608,3092,797,3281
valid_0006.jpg,symbol,lock,986,3092,1175,3281
valid_0006.jpg,symbol,loud_speaker,1364,3092,1553,3281
valid_0006.jpg,symbol,heart,1742,3092,1931,3281
valid_0006.jpg,valid_stamp,stamp,598,1640,739,1742
valid_0007.jpg,symbol,damphu,230,1580,419,1769
valid_0007.jpg,symbol,cycle,608,1580,797,1769
valid_0007.jpg,symbol,tiger,986,1580,1175,1769
valid_0007.jpg,symbol,pen,1364,1580,1553,1769
valid_0007.jpg,symbol,lotus,1742,1580,1931,1769
valid_0007.jpg,symbol,cycle,2120,1580,2309,1769
valid_0007.jpg,symbol,Candle_light,230,1769,419,1958
valid_0007.jpg,symbol,tiger,608,1769,797,1958
valid_0007.jpg,symbol,ladder,986,1769,1175,1958
valid_0007.jpg,symbol,dhaka_topi,1364,1769,1553,1958
valid_0007.jpg,symbol,madal,1742,1769,1931,1958
valid_0007.jpg,symbol,stick,2120,1769,2309,1958
valid_0007.jpg,symbol,Water_Glass,230,1958,419,2147
valid_0007.jpg,symbol,star,608,1958,797,2147
valid_0007.jpg,symbol,taraju,986,1958,1175,2147
valid_0007.jpg,symbol,key,1364,1958,1553,2147
valid_0007.jpg,symbol,pen,1742,1958,1931,2147
valid_0007.jpg,symbol,damphu,2120,1958,2309,2147
valid_0007.jpg,symbol,bus,230,2147,419,2336
valid_0007.jpg,symbol,heart,608,2147,797,2336
valid_0007.jpg,symbol,woman_man,986,2147,1175,2336
valid_0007.jpg,symbol,umbrella,1364,2147,1553,2336
valid_0007.jpg,symbol,rooster,1742,2147,1931,2336
valid_0007.jpg,symbol,madal,2120,2147,2309,2336
valid_0007.jpg,symbol,damphu,230,2336,419,2525
valid_0007.jpg,symbol,namaste,608,2336,797,2525
valid_0007.jpg,symbol,computer,986,2336,1175,2525
valid_0007.jpg,symbol,water_jug,1364,2336,1553,2525
valid_0007.jpg,symbol,heart,1742,2336,1931,2525
valid_0007.jpg,symbol,cycle,2120,2336,2309,2525
valid_0007.jpg,symbol,lock,230,2525,419,2714
valid_0007.jpg,symbol,water_jug,608,2525,797,2714
valid_0007.jpg,symbol,hand_palm,986,2525,1175,2714
valid_0007.jpg,symbol,mother,1364,2525,1553,2714
valid_0007.jpg,symbol,hand_palm,1742,2525,1931,2714
valid_0007.jpg,symbol,tree,2120,2525,2309,2714
valid_0007.jpg,symbol,madal,230,2714,419,2903
valid_0007.jpg,symbol,dhakiya,608,2714,797,2903
valid_0007.jpg,symbol,doko,986,2714,1175,2903
valid_0007.jpg,symbol,madal,1364,2714,1553,2903
valid_0007.jpg,symbol,heart,1742,2714,1931,2903
valid_0007.jpg,symbol,mother,2120,2714,2309,2903
valid_0007.jpg,symbol,House,230,2903,419,3092
valid_0007.jpg,symbol,woman_man,608,2903,797,3092
valid_0007.jpg,symbol,damphu,986,2903,1175,3092
valid_0007.jpg,symbol,computer,1364,2903,1553,3092
valid_0007.jpg,symbol,dhaka_topi,1742,2903,1931,3092
valid_0007.jpg,symbol,ladder,2120,2903,2309,3092
valid_0007.jpg,symbol,damphu,230,3092,419,3281
valid_0007.jpg,symbol,Water_Glass,608,3092,797,3281
valid_0007.jpg,symbol,lotus,986,3092,1175,3281
valid_0007.jpg,symbol,Shankha,1364,3092,1553,3281
valid_0007.jpg,symbol,tree,1742,3092,1931,3281
valid_0007.jpg,valid_stamp,stamp,2120,1594,2270,1744
valid_0008.jpg,symbol,owl,230,1580,419,1769
valid_0008.jpg,symbol,Turtle,608,1580,797,1769
valid_0008.jpg,symbol,dhakiya,986,1580,1175,1769
valid_0008.jpg,symbol,owl,1364,1580,1553,1769
valid_0008.jpg,symbol,owl,1742,1580,1931,1769
valid_0008.jpg,symbol,bus,2120,1580,2309,1769
valid_0008.jpg,symbol,hammer_hasiya,230,1769,419,1958
valid_0008.jpg,symbol,woman_man,608,1769,797,1958
valid_0008.jpg,symbol,star,986,1769,1175,1958
valid_0008.jpg,symbol,Water_Glass,1364,1769,1553,1958
valid_0008.jpg,symbol,ladder,1742,1769,1931,1958
valid_0008.jpg,symbol,Candle_light,2120,1769,2309,1958
valid_0008.jpg,symbol,pen,230,1958,419,2147
valid_0008.jpg,symbol,cycle,608,1958,797,2147
valid_0008.jpg,symbol,tiger,986,1958,1175,2147
valid_0008.jpg,symbol,stick,1364,1958,1553,2147
valid_0008.jpg,symbol,House,1742,1958,1931,2147
valid_0008.jpg,symbol,Water_Glass,2120,1958,2309,2147
valid_0008.jpg,symbol,sun,230,2147,419,2336
valid_0008.jpg,symbol,Shankha,608,2147,797,2336
valid_0008.jpg,symbol,Turtle,986,2147,1175,2336
valid_0008.jpg,symbol,torch_light,1364,2147,1553,2336
valid_0008.jpg,symbol,star,1742,2147,1931,2336
valid_0008.jpg,symbol,rooster,2120,2147,2309,2336
valid_0008.jpg,symbol,karuwa,230,2336,419,2525
valid_0008.jpg,symbol,farmer,608,2336,797,2525
valid_0008.jpg,symbol,tree,986,2336,1175,2525
valid_0008.jpg,symbol,sheep,1364,2336,1553,2525
valid_0008.jpg,symbol,water_glass,1742,2336,1931,2525
valid_0008.jpg,symbol,karuwa,2120,2336,2309,2525
valid_0008.jpg,symbol,umbrella,230,2525,419,2714
valid_0008.jpg,symbol,dog,608,2525,797,2714
valid_0008.jpg,symbol,pen,986,2525,1175,2714
valid_0008.jpg,symbol,ladder,1364,2525,1553,2714
valid_0008.jpg,symbol,House,1742,2525,1931,2714
valid_0008.jpg,symbol,madal,2120,2525,2309,2714
valid_0008.jpg,symbol,cycle,230,2714,419,2903
valid_0008.jpg,symbol,heart,608,2714,797,2903
valid_0008.jpg,symbol,heart,986,2714,1175,2903
valid_0008.jpg,symbol,computer,1364,2714,1553,2903
valid_0008.jpg,symbol,dhakiya,1742,2714,1931,2903
valid_0008.jpg,symbol,computer,2120,2714,2309,2903
valid_0008.jpg,symbol,loud_speaker,230,2903,419,3092
valid_0008.jpg,symbol,Water_Glass,608,2903,797,3092
valid_0008.jpg,symbol,mother,986,2903,1175,3092
valid_0008.jpg,symbol,lotus,1364,2903,1553,3092
valid_0008.jpg,symbol,doko,1742,2903,1931,3092
valid_0008.jpg,symbol,pen,2120,2903,2309,3092
valid_0008.jpg,symbol,Candle_light,230,3092,419,3281
valid_0008.jpg,symbol,guitar,608,3092,797,3281
valid_0008.jpg,symbol,water_jug,986,3092,1175,3281
valid_0008.jpg,symbol,rooster,1364,3092,1553,3281
valid_0008.jpg,symbol,wooden_wheel,1742,3092,1931,3281
valid_0008.jpg,valid_stamp,stam,1393,1588,1543,1738
valid_0009.jpg,symbol,House,230,1580,419,1769
valid_0009.jpg,symbol,bus,608,1580,797,1769
valid_0009.jpg,symbol,sheep,986,1580,1175,1769
valid_0009.jpg,symbol,heart,1364,1580,1553,1769
valid_0009.jpg,symbol,umbrella,1742,1580,1931,1769
valid_0009.jpg,symbol,torch_light,2120,1580,2309,1769
valid_0009.jpg,symbol,dog,230,1769,419,1958
valid_0009.jpg,symbol,tiger,608,1769,797,1958
valid_0009.jpg,symbol,karuwa,986,1769,1175,1958
valid_0009.jpg,symbol,ladder,1364,1769,1553,1958
valid_0009.jpg,symbol,wooden_wheel,1742,1769,1931,1958
valid_0009.jpg,symbol,tiger,2120,1769,2309,1958
valid_0009.jpg,symbol,cycle,230,1958,419,2147
valid_0009.jpg,symbol,doko,608,1958,797,2147
valid_0009.jpg,symbol,wooden_wheel,986,1958,1175,2147
valid_0009.jpg,symbol,dhakiya,1364,1958,1553,2147
valid_0009.jpg,symbol,farmer,1742,1958,1931,2147
valid_0009.jpg,symbol,madal,2120,1958,2309,2147
valid_0009.jpg,symbol,Water_Glass,230,2147,419,2336
valid_0009.jpg,symbol,loud_speaker,608,2147,797,2336
valid_0009.jpg,symbol,mother,986,2147,1175,2336
valid_0009.jpg,symbol,taraju,1364,2147,1553,2336
valid_0009.jpg,symbol,madal,1742,2147,1931,2336
valid_0009.jpg,symbol,dhaka_topi,2120,2147,2309,2336
valid_0009.jpg,symbol,Turtle,230,2336,419,2525
valid_0009.jpg,symbol,wooden_wheel,608,2336,797,2525
valid_0009.jpg,symbol,dhaka_topi,986,2336,1175,2525
valid_0009.jpg,symbol,Candle_light,1364,2336,1553,2525
valid_0009.jpg,symbol,hand_palm,1742,2336,1931,2525
valid_0009.jpg,symbol,bus,2120,2336,2309,2525
valid_0009.jpg,symbol,computer,230,2525,419,2714
valid_0009.jpg,symbol,sheep,608,2525,797,2714
valid_0009.jpg,symbol,House,986,2525,1175,2714
valid_0009.jpg,symbol,stick,1364,2525,1553,2714
valid_0009.jpg,symbol,namaste,1742,2525,1931,2714
valid_0009.jpg,symbol,umbrella,2120,2525,2309,2714
valid_0009.jpg,symbol,computer,230,2714,419,2903
valid_0009.jpg,symbol,Turtle,608,2714,797,2903
valid_0009.jpg,symbol,key,986,2714,1175,2903
